sample_name,data_dir,sample_type,comments,acquisition_method,processing_method,rack_code,plate_code,vial_position,rack_position,plate_position,injection_volume,dilution_factor,weight_to_volume,set_name,filename
GCMS_SIM,/home/user/code/examples/GCMS_SIM,Unknown,,,,,,,,,,,,,GCMS_SIM.mzML
