transition_group_id,run_id,filename,RT,id,Sequence,FullPeptideName,Charge,Intensity,ProteinName,decoy,PeptideRef,leftWidth,rightWidth,total_xic,peak_apices_sum,var_xcorr_coelution,var_xcorr_coelution_weighted,var_xcorr_shape,var_xcorr_shape_weighted,delta_rt,assay_rt,norm_RT,rt_score,var_norm_rt_score,var_intensity_score,nr_peaks,sn_ratio,var_log_sn_score,var_elution_model_fit_score,main_var_xx_lda_prelim_score,MZ,native_id,peak_apex_int,width_at_5,width_at_10,width_at_50,start_time_at_10,start_time_at_5,end_time_at_10,end_time_at_5,total_width,tailing_factor,asymmetry_factor,baseline_delta_2_height,slope_of_baseline,points_across_baseline,points_across_half_height,logSN,FeatureLevel,PrecursorMZ,peak_area
b'3PG',,/home/user/code/examples/GCMS_SRM/mzML/GCMS_SIM.mzML,818.8663026351928,16097099592772503014,b'',NA,1,0.0,b'3PG',0,3PG,817.5260009765625,820.4749755859375,784305690.2462769,0.0,0.0,0.0,0.9172541610482576,0.9007049932579092,2.866302635192824,816.0,818.8663026351928,2.866302635192824,0.028663026351928238,0.16334367784552503,5.0,155.5008451994978,5.0466511669710625,0.8693269729614258,7.088203500823252,0.0,3PG_459,8368523.5,-817.7962213370239,1.539719615527133,4.230413768393646,817.4699597672068,817.7962213370239,819.0096793827339,0.0,2.948974609375,0.9986932161028909,0.10268018753006987,0.03230010170327537,270304.16015625,16,6,5.82023505631546,MS2,459.0,53950512.0
b'3PG',,/home/user/code/examples/GCMS_SRM/mzML/GCMS_SIM.mzML,818.8663026351928,16097099592772503014,b'',NA,1,0.0,b'3PG',0,3PG,817.5260009765625,820.4749755859375,784305690.2462769,0.0,0.0,0.0,0.9172541610482576,0.9007049932579092,2.866302635192824,816.0,818.8663026351928,2.866302635192824,0.028663026351928238,0.16334367784552503,5.0,155.5008451994978,5.0466511669710625,0.8693269729614258,7.088203500823252,0.0,3PG_460,8388353.981118154,-20.484509056180627,3.646815013019591,0.3092399621407367,815.771993501689,817.7549853640286,819.4188085147086,797.270476307848,2.948974609375,0.948540182981696,0.1785554886981194,0.024236297775984787,203302.64493674703,16,5,5.770552072137524,MS2,460.0,45060092.0
b'3PG',,/home/user/code/examples/GCMS_SRM/mzML/GCMS_SIM.mzML,818.8663026351928,16097099592772503014,b'',NA,1,0.0,b'3PG',0,3PG,817.5260009765625,820.4749755859375,784305690.2462769,0.0,0.0,0.0,0.9172541610482576,0.9007049932579092,2.866302635192824,816.0,818.8663026351928,2.866302635192824,0.028663026351928238,0.16334367784552503,5.0,155.5008451994978,5.0466511669710625,0.8693269729614258,7.088203500823252,0.0,3PG_461,4103296.9156507766,0.19374304618327187,1.387544900416401,0.0060331678291731805,818.1633772022271,817.7200760023466,819.5509221026435,817.9138190485298,2.948974609375,-0.20340827799673353,0.9739574574251281,0.020318400511366824,83372.43014924866,16,3,4.312627633627732,MS2,461.0,19675420.0
b'3PG',,/home/user/code/examples/GCMS_SRM/mzML/GCMS_SIM.mzML,818.8663026351928,16097099592772503014,b'',NA,1,0.0,b'3PG',0,3PG,817.5260009765625,820.4749755859375,784305690.2462769,0.0,0.0,0.0,0.9172541610482576,0.9007049932579092,2.866302635192824,816.0,818.8663026351928,2.866302635192824,0.028663026351928238,0.16334367784552503,5.0,155.5008451994978,5.0466511669710625,0.8693269729614258,7.088203500823252,0.0,3PG_462,1662591.6410559467,0.8724597794981719,1.4297860276868732,0.05506644550564488,818.1613026555345,817.6604862569675,819.5910886832214,818.5329460364657,2.948974609375,-2.617196668160864,0.972700815055524,0.021814205883139925,36268.116357581894,16,3,3.605406439542375,MS2,462.0,7330975.0
b'3PG',,/home/user/code/examples/GCMS_SRM/mzML/GCMS_SIM.mzML,818.8663026351928,16097099592772503014,b'',NA,1,0.0,b'3PG',0,3PG,817.5260009765625,820.4749755859375,784305690.2462769,0.0,0.0,0.0,0.9172541610482576,0.9007049932579092,2.866302635192824,816.0,818.8663026351928,2.866302635192824,0.028663026351928238,0.16334367784552503,5.0,155.5008451994978,5.0466511669710625,0.8693269729614258,7.088203500823252,0.0,3PG_463,522602.19750310446,0.6500385903231063,1.0936704745937504,0.11846762912284703,818.4937579977154,818.1645227662584,819.5874284723092,818.8145613565815,2.948974609375,-12.563249455167258,0.5166152955594313,0.025542910491103434,13348.781153275755,16,3,2.1168853505930683,MS2,463.0,2094374.875
b'3PG',,/home/user/code/examples/GCMS_SRM/mzML/GCMS_SIM.mzML,848.4597469100953,10040886151862189949,b'',NA,1,0.0,b'3PG',0,3PG,846.5750122070312,848.6510009765625,784305690.2462769,0.0,1.2280786712108251,0.4800000000000001,0.8255652734829796,0.7906783281795758,32.459746910095305,816.0,848.4597469100953,32.459746910095305,0.32459746910095305,0.010682965971302635,5.0,10.894270295868957,2.3882369900975022,0.7840597987174988,2.580415987490116,0.0,3PG_459,11340.443027882819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07598876953125,-0.0,-1.0,-1.463791439227094,-16600.043421257455,11,11,0.6956761863685212,MS2,459.0,451804.90625
b'3PG',,/home/user/code/examples/GCMS_SRM/mzML/GCMS_SIM.mzML,848.4597469100953,10040886151862189949,b'',NA,1,0.0,b'3PG',0,3PG,846.5750122070312,848.6510009765625,784305690.2462769,0.0,1.2280786712108251,0.4800000000000001,0.8255652734829796,0.7906783281795758,32.459746910095305,816.0,848.4597469100953,32.459746910095305,0.32459746910095305,0.010682965971302635,5.0,10.894270295868957,2.3882369900975022,0.7840597987174988,2.580415987490116,0.0,3PG_460,16201.15472661404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07598876953125,-0.0,-1.0,-0.6792010738803469,-11003.841688417915,11,11,0.5534218174781217,MS2,460.0,409193.96875
b'3PG',,/home/user/code/examples/GCMS_SRM/mzML/GCMS_SIM.mzML,848.4597469100953,10040886151862189949,b'',NA,1,0.0,b'3PG',0,3PG,846.5750122070312,848.6510009765625,784305690.2462769,0.0,1.2280786712108251,0.4800000000000001,0.8255652734829796,0.7906783281795758,32.459746910095305,816.0,848.4597469100953,32.459746910095305,0.32459746910095305,0.010682965971302635,5.0,10.894270295868957,2.3882369900975022,0.7840597987174988,2.580415987490116,0.0,3PG_461,22113.29145142027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07598876953125,-0.0,-1.0,-0.32908494777851655,-7277.151362501756,11,11,0.0,MS2,461.0,390733.0
b'3PG',,/home/user/code/examples/GCMS_SRM/mzML/GCMS_SIM.mzML,848.4597469100953,10040886151862189949,b'',NA,1,0.0,b'3PG',0,3PG,846.5750122070312,848.6510009765625,784305690.2462769,0.0,1.2280786712108251,0.4800000000000001,0.8255652734829796,0.7906783281795758,32.459746910095305,816.0,848.4597469100953,32.459746910095305,0.32459746910095305,0.010682965971302635,5.0,10.894270295868957,2.3882369900975022,0.7840597987174988,2.580415987490116,0.0,3PG_462,25278.188796441835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07598876953125,-0.0,-1.0,0.19652940793371113,4967.907477801284,11,11,0.11499804940763696,MS2,462.0,361666.5625
b'3PG',,/home/user/code/examples/GCMS_SRM/mzML/GCMS_SIM.mzML,848.4597469100953,10040886151862189949,b'',NA,1,0.0,b'3PG',0,3PG,846.5750122070312,848.6510009765625,784305690.2462769,0.0,1.2280786712108251,0.4800000000000001,0.8255652734829796,0.7906783281795758,32.459746910095305,816.0,848.4597469100953,32.459746910095305,0.32459746910095305,0.010682965971302635,5.0,10.894270295868957,2.3882369900975022,0.7840597987174988,2.580415987490116,0.0,3PG_463,1673945.5,-843.5513993948894,-847.1097240064721,-847.9389010247883,847.1097240064721,843.5513993948894,0.0,0.0,2.07598876953125,0.9942149907133708,-628.4780388784476,1.1273273898870213,1887084.611328125,11,4,3.8857730361364378,MS2,463.0,6765312.5
