transition_group_id,run_id,filename,RT,id,Sequence,FullPeptideName,Charge,Intensity,ProteinName,decoy,PeptideRef,leftWidth,rightWidth,total_xic,peak_apices_sum,var_xcorr_coelution,var_xcorr_coelution_weighted,var_xcorr_shape,var_xcorr_shape_weighted,delta_rt,assay_rt,norm_RT,rt_score,var_norm_rt_score,var_intensity_score,nr_peaks,sn_ratio,var_log_sn_score,var_elution_model_fit_score,main_var_xx_lda_prelim_score,MZ,native_id,peak_apex_int,width_at_5,width_at_10,width_at_50,start_time_at_10,start_time_at_5,end_time_at_10,end_time_at_5,total_width,tailing_factor,asymmetry_factor,baseline_delta_2_height,slope_of_baseline,points_across_baseline,points_across_half_height,logSN,FeatureLevel,PrecursorMZ,peak_area
b'3PG',,/home/user/code/examples/GCMS_SIM/mzML/GCMS_SIM.mzML,818.8663026351928,9525607484394342300,b'',NA,1,0.0,b'3PG',0,3PG,817.5260009765625,820.4749755859375,784305690.2462769,0.0,0.0,0.0,0.9172541610482576,0.9007049932579092,2.866302635192824,816.0,818.8663026351928,2.866302635192824,0.028663026351928238,0.16334367784552503,5.0,155.5008451994978,5.0466511669710625,0.8693269729614258,7.088203500823252,0.0,3PG_459,8368523.5,-817.7962213370239,1.539719615527133,4.230413768393646,817.4699597672068,817.7962213370239,819.0096793827339,0.0,2.948974609375,0.9986932161028909,0.10268018753006987,0.03230010170327537,270304.16015625,16,6,5.82023505631546,MS2,459.0,53950512.0
b'3PG',,/home/user/code/examples/GCMS_SIM/mzML/GCMS_SIM.mzML,818.8663026351928,9525607484394342300,b'',NA,1,0.0,b'3PG',0,3PG,817.5260009765625,820.4749755859375,784305690.2462769,0.0,0.0,0.0,0.9172541610482576,0.9007049932579092,2.866302635192824,816.0,818.8663026351928,2.866302635192824,0.028663026351928238,0.16334367784552503,5.0,155.5008451994978,5.0466511669710625,0.8693269729614258,7.088203500823252,0.0,3PG_460,8388353.981118154,-20.484509056180627,3.646815013019591,0.3092399621407367,815.771993501689,817.7549853640286,819.4188085147086,797.270476307848,2.948974609375,0.948540182981696,0.1785554886981194,0.024236297775984787,203302.64493674703,16,5,5.770552072137524,MS2,460.0,45060092.0
b'3PG',,/home/user/code/examples/GCMS_SIM/mzML/GCMS_SIM.mzML,818.8663026351928,9525607484394342300,b'',NA,1,0.0,b'3PG',0,3PG,817.5260009765625,820.4749755859375,784305690.2462769,0.0,0.0,0.0,0.9172541610482576,0.9007049932579092,2.866302635192824,816.0,818.8663026351928,2.866302635192824,0.028663026351928238,0.16334367784552503,5.0,155.5008451994978,5.0466511669710625,0.8693269729614258,7.088203500823252,0.0,3PG_461,4103296.9156507766,0.19374304618327187,1.387544900416401,0.0060331678291731805,818.1633772022271,817.7200760023466,819.5509221026435,817.9138190485298,2.948974609375,-0.20340827799673353,0.9739574574251281,0.020318400511366824,83372.43014924866,16,3,4.312627633627732,MS2,461.0,19675420.0
b'3PG',,/home/user/code/examples/GCMS_SIM/mzML/GCMS_SIM.mzML,818.8663026351928,9525607484394342300,b'',NA,1,0.0,b'3PG',0,3PG,817.5260009765625,820.4749755859375,784305690.2462769,0.0,0.0,0.0,0.9172541610482576,0.9007049932579092,2.866302635192824,816.0,818.8663026351928,2.866302635192824,0.028663026351928238,0.16334367784552503,5.0,155.5008451994978,5.0466511669710625,0.8693269729614258,7.088203500823252,0.0,3PG_462,1662591.6410559467,0.8724597794981719,1.4297860276868732,0.05506644550564488,818.1613026555345,817.6604862569675,819.5910886832214,818.5329460364657,2.948974609375,-2.617196668160864,0.972700815055524,0.021814205883139925,36268.116357581894,16,3,3.605406439542375,MS2,462.0,7330975.0
b'3PG',,/home/user/code/examples/GCMS_SIM/mzML/GCMS_SIM.mzML,818.8663026351928,9525607484394342300,b'',NA,1,0.0,b'3PG',0,3PG,817.5260009765625,820.4749755859375,784305690.2462769,0.0,0.0,0.0,0.9172541610482576,0.9007049932579092,2.866302635192824,816.0,818.8663026351928,2.866302635192824,0.028663026351928238,0.16334367784552503,5.0,155.5008451994978,5.0466511669710625,0.8693269729614258,7.088203500823252,0.0,3PG_463,522602.19750310446,0.6500385903231063,1.0936704745937504,0.11846762912284703,818.4937579977154,818.1645227662584,819.5874284723092,818.8145613565815,2.948974609375,-12.563249455167258,0.5166152955594313,0.025542910491103434,13348.781153275755,16,3,2.1168853505930683,MS2,463.0,2094374.875
b'Citrate',,/home/user/code/examples/GCMS_SIM/mzML/GCMS_SIM.mzML,822.8169442148208,5409591153490566224,b'',NA,1,0.0,b'Citrate',0,Citrate,820.5050048828125,826.594970703125,721651444.6872656,0.0,0.0,0.0,0.9915929695174764,0.9905420907071611,3.216944214820728,819.6,822.8169442148208,3.216944214820728,0.03216944214820728,0.2319000526251605,8.0,238.29305897561744,5.473501256427521,0.9966890513896942,7.560103818147539,0.0,Citrate_465,34422124.0,-2.7168749652382758,2.6436193556186254,2.960635878061453,820.0417866315508,821.6279249133504,822.6854059871695,818.9110499481121,6.0899658203125,0.695583336291307,-0.04739847151176478,0.0005466281100474072,18816.100585937496,16,3,6.000827717571056,MS2,465.0,97156832.0
b'Citrate',,/home/user/code/examples/GCMS_SIM/mzML/GCMS_SIM.mzML,822.8169442148208,5409591153490566224,b'',NA,1,0.0,b'Citrate',0,Citrate,820.5050048828125,826.594970703125,721651444.6872656,0.0,0.0,0.0,0.9915929695174764,0.9905420907071611,3.216944214820728,819.6,822.8169442148208,3.216944214820728,0.03216944214820728,0.2319000526251605,8.0,238.29305897561744,5.473501256427521,0.9966890513896942,7.560103818147539,0.0,Citrate_466,13302464.900871443,-1.652469725054857,1.3065725432966246,2.8469451292028225,821.5024640620561,821.6810800436056,822.8090366053527,820.0286103185507,6.0899658203125,0.5926369604678139,-0.006015769390955744,7.504488324460542e-05,998.281925351359,16,3,5.96292335545391,MS2,466.0,37667988.0
b'Citrate',,/home/user/code/examples/GCMS_SIM/mzML/GCMS_SIM.mzML,822.8169442148208,5409591153490566224,b'',NA,1,0.0,b'Citrate',0,Citrate,820.5050048828125,826.594970703125,721651444.6872656,0.0,0.0,0.0,0.9915929695174764,0.9905420907071611,3.216944214820728,819.6,822.8169442148208,3.216944214820728,0.03216944214820728,0.2319000526251605,8.0,238.29305897561744,5.473501256427521,0.9966890513896942,7.560103818147539,0.0,Citrate_467,8230900.1661808,-1.3661250221585988,1.3065122272305416,2.41042903651271,821.5317091192064,821.6952942858884,822.838221346437,820.3291692637298,6.0899658203125,0.5491352911803846,0.01655505026965199,-0.0001954508905090463,-1608.7367671710945,16,3,5.982600335357198,MS2,467.0,23446878.0
b'Citrate',,/home/user/code/examples/GCMS_SIM/mzML/GCMS_SIM.mzML,822.8169442148208,5409591153490566224,b'',NA,1,0.0,b'Citrate',0,Citrate,820.5050048828125,826.594970703125,721651444.6872656,0.0,0.0,0.0,0.9915929695174764,0.9905420907071611,3.216944214820728,819.6,822.8169442148208,3.216944214820728,0.03216944214820728,0.2319000526251605,8.0,238.29305897561744,5.473501256427521,0.9966890513896942,7.560103818147539,0.0,Citrate_468,2114250.7084542997,1.2085577009994495,1.2719903459616262,2.0796038318630963,821.5812126272783,818.9983701829555,822.85320297324,820.2069278839549,6.0899658203125,-0.4630460302899801,0.029341937023155688,-0.002113516588301812,-4468.503944147021,16,3,5.920977711809049,MS2,468.0,6090780.0
b'Citrate',,/home/user/code/examples/GCMS_SIM/mzML/GCMS_SIM.mzML,822.8169442148208,5409591153490566224,b'',NA,1,0.0,b'Citrate',0,Citrate,820.5050048828125,826.594970703125,721651444.6872656,0.0,0.0,0.0,0.9915929695174764,0.9905420907071611,3.216944214820728,819.6,822.8169442148208,3.216944214820728,0.03216944214820728,0.2319000526251605,8.0,238.29305897561744,5.473501256427521,0.9966890513896942,7.560103818147539,0.0,Citrate_469,586282.7586552661,-0.6533172105104086,1.2252491444936595,1.2602834438147283,821.6161314980209,820.1858014946098,822.8413806425145,819.5324842840994,6.0899658203125,0.1989116093028177,0.020349907485080705,-0.0016026907767557705,-939.6299698677244,16,3,5.4559712343034885,MS2,469.0,1784894.625
