ProteinName,FullPeptideName,transition_group_id,transition_name,RetentionTime,Annotation,PrecursorMz,MS1 Res,ProductMz,MS2 Res,Dwell,Fragmentor,Collision Energy,Cell Accelerator Voltage,LibraryIntensity,decoy,PeptideSequence,LabelType,PrecursorCharge,FragmentCharge,FragmentType,FragmentSeriesNumber,quantifying_transition,identifying_transition,detecting_transition
gmp,,gmp,gmp.gmp_1.Light,11.71979166,,362,Unit,79,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
gmp,,gmp,gmp.gmp_2.Light,11.71979166,,362,Unit,97,Unit,,,,,1,0,,Light,1,1,,2,FALSE,FALSE,TRUE
imp,,imp,imp.imp_1.Heavy,11.69604622,,357,Unit,140,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
imp,,imp,imp.imp_1.Light,11.69719732,,347,Unit,135,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
imp,,imp,imp.imp_2.Light,11.69719732,,347,Unit,97,Unit,,,,,1,0,,Light,1,1,,2,FALSE,FALSE,TRUE
camp,,camp,camp.camp_1.Heavy,11.92787355,,338,Unit,139,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
camp,,camp,camp.camp_1.Light,11.93021228,,328,Unit,134,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
camp,,camp,camp.camp_2.Light,11.93021228,,328,Unit,79,Unit,,,,,1,0,,Light,1,1,,2,FALSE,FALSE,TRUE
gthox,,gthox,gthox.gthox_1.Heavy,11.80324958,,631,Unit,316,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
gthox,,gthox,gthox.gthox_1.Light,11.8032642,,611,Unit,306,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
gthox,,gthox,gthox.gthox_2.Light,11.8032642,,611,Unit,272,Unit,,,,,1,0,,Light,1,1,,2,FALSE,FALSE,TRUE
btn,,btn,btn.btn_1.Heavy,12.0219579,,253,Unit,43,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
btn,,btn,btn.btn_1.Light,12.0219579,,243,Unit,42,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
btn,,btn,btn.btn_2.Light,12.0219579,,243,Unit,200,Unit,,,,,1,0,,Light,1,1,,2,FALSE,FALSE,TRUE
mmal,,mmal,mmal.mmal_1.Heavy,12.1159574,,121,Unit,58,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
mmal,,mmal,mmal.mmal_1.Light,12.11310452,,117,Unit,55,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
mmal,,mmal,mmal.mmal_2.Light,12.11310452,,117,Unit,73,Unit,,,,,1,0,,Light,1,1,,2,FALSE,FALSE,TRUE
succ,,succ,succ.succ_1.Heavy,12.11749833,,121,Unit,103,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
succ,,succ,succ.succ_1.Light,12.04357544,,117.001,Unit,99,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
succ,,succ,succ.succ_2.Light,12.04357544,,117.001,Unit,73,Unit,,,,,1,0,,Light,1,1,,2,FALSE,FALSE,TRUE
mal-L,,mal-L,mal-L.mal-L_1.Heavy,12.35398595,,137,Unit,119,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
mal-L,,mal-L,mal-L.mal-L_1.Light,12.34691446,,133,Unit,115,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
glutacon,,glutacon,glutacon.glutacon_1.Heavy,12.45755499,,134,Unit,89,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
glutacon,,glutacon,glutacon.glutacon_1.Light,12.75991108,,129,Unit,85,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
fum,,fum,fum.fum_1.Heavy,12.34482332,,119,Unit,74,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
fum,,fum,fum.fum_1.Light,12.36787853,,115,Unit,71,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
udpg,,udpg,udpg.udpg_1.Heavy,12.39237009,,580.0503,Unit,247.0201,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
udpg,,udpg,udpg.udpg_1.Light,12.39415578,,565,Unit,241,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
udpg,,udpg,udpg.udpg_2.Light,12.39415578,,565,Unit,323,Unit,,,,,1,0,,Light,1,1,,2,FALSE,FALSE,TRUE
damp,,damp,damp.damp_1.Heavy,12.42488598,,340,Unit,79,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
damp,,damp,damp.damp_1.Light,12.43168966,,330,Unit,79,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
damp,,damp,damp.damp_2.Light,12.43168966,,330,Unit,134,Unit,,,,,1,0,,Light,1,1,,2,FALSE,FALSE,TRUE
oxa,,oxa,oxa.oxa_1.Heavy,12.89016597,,91,Unit,63,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
oxa,,oxa,oxa.oxa_1.Light,12.89016597,,89.001,Unit,61,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
oxa,,oxa,oxa.oxa_2.Light,12.89016597,,89.001,Unit,45,Unit,,,,,1,0,,Light,1,1,,2,FALSE,FALSE,TRUE
actp,,actp,actp.actp_1.Heavy,12.64846946,,141,Unit,63,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
actp,,actp,actp.actp_1.Light,12.64846946,,139,Unit,63,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
actp,,actp,actp.actp_2.Light,12.64846946,,139,Unit,79,Unit,,,,,1,0,,Light,1,1,,2,FALSE,FALSE,TRUE
akg,,akg,akg.akg_1.Heavy,12.88259369,,150,Unit,105,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
akg,,akg,akg.akg_1.Light,12.88275434,,145.098,Unit,101,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
oaa,,oaa,oaa.oaa_1.Heavy,13.03773552,,135,Unit,90,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
oaa,,oaa,oaa.oaa_1.Light,13.04316099,,131,Unit,87,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
dtdpglu,,dtdpglu,dtdpglu.dtdpglu_1.Heavy,13.30365817,,579,Unit,331,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
dtdpglu,,dtdpglu,dtdpglu.dtdpglu_1.Light,13.30365817,,563,Unit,321,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
dtdpglu,,dtdpglu,dtdpglu.dtdpglu_2.Light,13.30365817,,563,Unit,79,Unit,,,,,1,0,,Light,1,1,,2,FALSE,FALSE,TRUE
nadh,,nadh,nadh.nadh_1.Heavy,13.82575662,,685,Unit,418,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
nadh,,nadh,nadh.nadh_1.Light,13.74998695,,664,Unit,408,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
nadh,,nadh,nadh.nadh_2.Light,13.74998695,,664,Unit,79,Unit,,,,,1,0,,Light,1,1,,2,FALSE,FALSE,TRUE
adpglc,,adpglc,adpglc.adpglc_1.Heavy,13.44027317,,604,Unit,356,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
adpglc,,adpglc,adpglc.adpglc_1.Light,13.44246113,,588,Unit,346,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
adpglc,,adpglc,adpglc.adpglc_2.Light,13.44246113,,588,Unit,79,Unit,,,,,1,0,,Light,1,1,,2,FALSE,FALSE,TRUE
chor,,chor,chor.chor_1.Heavy,13.62078759,,235.0336,Unit,97.02013,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
chor,,chor,chor.chor_1.Light,13.62078759,,225,Unit,91,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
fol,,fol,fol.fol_1.Heavy,14.09000659,,459,Unit,325,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
fol,,fol,fol.fol_1.Light,14.09000659,,440,Unit,311,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
fol,,fol,fol.fol_2.Light,14.09000659,,440,Unit,175,Unit,,,,,1,0,,Light,1,1,,2,FALSE,FALSE,TRUE
dgdp,,dgdp,dgdp.dgdp_1.Heavy,13.84026081,,436.0356,Unit,79,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
dgdp,,dgdp,dgdp.dgdp_1.Light,14.11780936,,426.002,Unit,79,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
dgdp,,dgdp,dgdp.dgdp_2.Light,14.11780936,,426.002,Unit,275,Unit,,,,,1,0,,Light,1,1,,2,FALSE,FALSE,TRUE
gdp,,gdp,gdp.gdp_1.Heavy,14.01282572,,452,Unit,79,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
gdp,,gdp,gdp.gdp_1.Light,13.99673288,,442,Unit,79,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
gdp,,gdp,gdp.gdp_2.Light,13.99673288,,442,Unit,344,Unit,,,,,1,0,,Light,1,1,,2,FALSE,FALSE,TRUE
6pgc,,6pgc,6pgc.6pgc_1.Heavy,13.7809187,,281,Unit,97,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
6pgc,,6pgc,6pgc.6pgc_1.Light,13.92159738,,275,Unit,97,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
Pool_2pg_3pg,,Pool_2pg_3pg,Pool_2pg_3pg.Pool_2pg_3pg_1.Heavy,13.84385681,,187.995,Unit,97,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
Pool_2pg_3pg,,Pool_2pg_3pg,Pool_2pg_3pg.Pool_2pg_3pg_1.Light,13.84774963,,184.985,Unit,79,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
Pool_2pg_3pg,,Pool_2pg_3pg,Pool_2pg_3pg.Pool_2pg_3pg_2.Light,13.84774963,,184.985,Unit,97,Unit,,,,,1,0,,Light,1,1,,2,FALSE,FALSE,TRUE
dcdp,,dcdp,dcdp.dcdp_1.Heavy,13.96169821,,395,Unit,159,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
dcdp,,dcdp,dcdp.dcdp_1.Light,13.95005822,,386,Unit,159,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
dcdp,,dcdp,dcdp.dcdp_2.Light,13.95005822,,386,Unit,79,Unit,,,,,1,0,,Light,1,1,,2,FALSE,FALSE,TRUE
adp,,adp,adp.adp_1.Heavy,14.38229238,,436,Unit,139,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
adp,,adp,adp.adp_1.Light,14.3858669,,426,Unit,134,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
adp,,adp,adp.adp_2.Light,14.3858669,,426,Unit,79,Unit,,,,,1,0,,Light,1,1,,2,FALSE,FALSE,TRUE
2mcit,,2mcit,2mcit.2mcit_1.Heavy,14.1618575,,212.0235,Unit,130.0168,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
2mcit,,2mcit,2mcit.2mcit_1.Light,14.1618575,,205,Unit,125,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
2mcit,,2mcit,2mcit.2mcit_2.Light,14.1618575,,205,Unit,87,Unit,,,,,1,0,,Light,1,1,,2,FALSE,FALSE,TRUE
udp,,udp,udp.udp_1.Heavy,13.99393955,,412,Unit,115,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
udp,,udp,udp.udp_1.Light,13.990588,,403,Unit,79,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
udp,,udp,udp.udp_2.Light,13.990588,,403,Unit,159,Unit,,,,,1,0,,Light,1,1,,2,FALSE,FALSE,TRUE
acon-C,,acon-C,acon-C.acon-C_1.Heavy,14.28160145,,179,Unit,134,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
acon-C,,acon-C,acon-C.acon-C_1.Light,14.28394301,,173,Unit,129,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
acon-C,,acon-C,acon-C.acon-C_2.Light,14.28394301,,173,Unit,85,Unit,,,,,1,0,,Light,1,1,,2,FALSE,FALSE,TRUE
nadp,,nadp,nadp.nadp_1.Heavy,14.36739684,,763,Unit,635,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
nadp,,nadp,nadp.nadp_1.Light,14.36825016,,742,Unit,620,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
nadp,,nadp,nadp.nadp_2.Light,14.36825016,,742,Unit,79,Unit,,,,,1,0,,Light,1,1,,2,FALSE,FALSE,TRUE
pep,,pep,pep.pep_1.Heavy,14.38950728,,170,Unit,79,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
pep,,pep,pep.pep_1.Light,14.39024418,,167,Unit,79,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
pep,,pep,pep.pep_2.Light,14.39024418,,167,Unit,63,Unit,,,,,1,0,,Light,1,1,,2,FALSE,FALSE,TRUE
dadp,,dadp,dadp.dadp_1.Heavy,14.62361376,,420,Unit,79,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
dadp,,dadp,dadp.dadp_1.Light,14.49994465,,410,Unit,79,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
dadp,,dadp,dadp.dadp_2.Light,14.49994465,,410,Unit,159,Unit,,,,,1,0,,Light,1,1,,2,FALSE,FALSE,TRUE
cit,,cit,cit.cit_1.Heavy,14.78385543,,197,Unit,90,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
cit,,cit,cit.cit_1.Light,14.79342333,,191,Unit,111,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
cit,,cit,cit.cit_2.Light,14.78934949,,191,Unit,87,Unit,,,,,1,0,,Light,1,1,,2,FALSE,FALSE,TRUE
Pool_cit_icit,,Pool_cit_icit,Pool_cit_icit.Pool_cit_icit_1.Heavy,14.78934949,,197,Unit,116,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
icit,,icit,icit.icit_1.Heavy,14.49413325,,197,Unit,76,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
icit,,icit,icit.icit_1.Light,14.91314492,,191.001,Unit,111,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
icit,,icit,icit.icit_2.Light,14.9131396,,191.001,Unit,73,Unit,,,,,1,0,,Light,1,1,,2,FALSE,FALSE,TRUE
fad,,fad,fad.fad_1.Heavy,15.39484248,,811,Unit,454,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
fad,,fad,fad.fad_1.Light,15.39924955,,784,Unit,437,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
fad,,fad,fad.fad_2.Light,15.39924955,,784,Unit,79,Unit,,,,,1,0,,Light,1,1,,2,FALSE,FALSE,TRUE
fdp,,fdp,fdp.fdp_1.Heavy,15.29090735,,345,Unit,247,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
fdp,,fdp,fdp.fdp_1.Light,15.27064078,,339,Unit,79,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
fdp,,fdp,fdp.fdp_2.Light,15.27064078,,339,Unit,241,Unit,,,,,1,0,,Light,1,1,,2,FALSE,FALSE,TRUE
udpglcur,,udpglcur,udpglcur.udpglcur_1.Heavy,15.22403642,,594.0513,Unit,412.0302,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
udpglcur,,udpglcur,udpglcur.udpglcur_1.Light,15.22544522,,579.001,Unit,403,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
udpglcur,,udpglcur,udpglcur.udpglcur_2.Light,15.22544522,,579.001,Unit,323,Unit,,,,,1,0,,Light,1,1,,2,FALSE,FALSE,TRUE
dgtp,,dgtp,dgtp.dgtp_1.Heavy,15.8693705,,516.034,Unit,159,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
dgtp,,dgtp,dgtp.dgtp_1.Light,15.8693705,,506.002,Unit,159,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
ctp,,ctp,ctp.ctp_1.Heavy,15.66973554,,491.001,Unit,159,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
ctp,,ctp,ctp.ctp_1.Light,15.66973554,,482,Unit,159,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
ctp,,ctp,ctp.ctp_2.Light,15.66973554,,482,Unit,79,Unit,,,,,1,0,,Light,1,1,,2,FALSE,FALSE,TRUE
dctp,,dctp,dctp.dctp_1.Heavy,15.72228524,,475,Unit,79,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
dctp,,dctp,dctp.dctp_1.Light,15.69259402,,466,Unit,79,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
dctp,,dctp,dctp.dctp_2.Light,15.69259402,,466,Unit,368,Unit,,,,,1,0,,Light,1,1,,2,FALSE,FALSE,TRUE
ditp,,ditp,ditp.ditp_1.Heavy,15.71,,501,Unit,79,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
ditp,,ditp,ditp.ditp_1.Light,15.71,,491,Unit,79,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
ditp,,ditp,ditp.ditp_2.Light,15.71,,491,Unit,393,Unit,,,,,1,0,,Light,1,1,,2,FALSE,FALSE,TRUE
dutp,,dutp,dutp.dutp_1.Heavy,15.74770525,,476,Unit,159,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
dutp,,dutp,dutp.dutp_1.Light,15.74770525,,467,Unit,159,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
dutp,,dutp,dutp.dutp_2.Light,15.74770525,,467,Unit,177,Unit,,,,,1,0,,Light,1,1,,2,FALSE,FALSE,TRUE
itp,,itp,itp.itp_1.Heavy,15.69545295,,517,Unit,419,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
itp,,itp,itp.itp_1.Light,15.69545295,,507,Unit,409,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
itp,,itp,itp.itp_2.Light,15.69545295,,507,Unit,79,Unit,,,,,1,0,,Light,1,1,,2,FALSE,FALSE,TRUE
utp,,utp,utp.utp_1.Heavy,15.71561289,,492,Unit,394,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
utp,,utp,utp.utp_1.Light,15.71998534,,483,Unit,385,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
utp,,utp,utp.utp_2.Light,15.71998534,,483,Unit,79,Unit,,,,,1,0,,Light,1,1,,2,FALSE,FALSE,TRUE
23dpg,,23dpg,23dpg.23dpg_1.Heavy,15.87579678,,268,Unit,170,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
23dpg,,23dpg,23dpg.23dpg_1.Light,15.88039501,,265,Unit,167,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
23dpg,,23dpg,23dpg.23dpg_2.Light,15.88039501,,265,Unit,177,Unit,,,,,1,0,,Light,1,1,,2,FALSE,FALSE,TRUE
atp,,atp,atp.atp_1.Heavy,15.86749826,,516,Unit,159,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
atp,,atp,atp.atp_1.Light,15.8693705,,506,Unit,408,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
atp,,atp,atp.atp_2.Light,15.8693705,,506,Unit,159,Unit,,,,,1,0,,Light,1,1,,2,FALSE,FALSE,TRUE
datp,,datp,datp.datp_1.Heavy,15.92307455,,500,Unit,159,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
datp,,datp,datp.datp_1.Light,15.90291567,,490,Unit,159,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
datp,,datp,datp.datp_2.Light,15.90291567,,490,Unit,79,Unit,,,,,1,0,,Light,1,1,,2,FALSE,FALSE,TRUE
dttp,,dttp,dttp.dttp_1.Heavy,15.82854232,,491.002,Unit,79,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
dttp,,dttp,dttp.dttp_1.Light,15.82854232,,481,Unit,79,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
dttp,,dttp,dttp.dttp_2.Light,15.82854232,,481,Unit,383,Unit,,,,,1,0,,Light,1,1,,2,FALSE,FALSE,TRUE
gtp,,gtp,gtp.gtp_1.Heavy,15.71327758,,532,Unit,79,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
gtp,,gtp,gtp.gtp_1.Light,15.71275951,,522,Unit,79,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
gtp,,gtp,gtp.gtp_2.Light,15.71275951,,522,Unit,424,Unit,,,,,1,0,,Light,1,1,,2,FALSE,FALSE,TRUE
nadph,,nadph,nadph.nadph_1.Heavy,16.07606934,,765,Unit,418,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
nadph,,nadph,nadph.nadph_1.Light,16.10095741,,744,Unit,408,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
nadph,,nadph,nadph.nadph_2.Light,16.10095741,,744,Unit,79,Unit,,,,,1,0,,Light,1,1,,2,FALSE,FALSE,TRUE
prpp,,prpp,prpp.prpp_1.Heavy,16.07606934,,394,Unit,177,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
prpp,,prpp,prpp.prpp_1.Light,16.07606934,,389,Unit,177,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
prpp,,prpp,prpp.prpp_2.Light,16.07606934,,389,Unit,291,Unit,,,,,1,0,,Light,1,1,,2,FALSE,FALSE,TRUE
phpyr,,phpyr,phpyr.phpyr_1.Heavy,16.05871871,,172,Unit,98,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
phpyr,,phpyr,phpyr.phpyr_1.Light,16.00825548,,163,Unit,91,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
phpyr,,phpyr,phpyr.phpyr_2.Light,16.00825548,,163,Unit,119,Unit,,,,,1,0,,Light,1,1,,2,FALSE,FALSE,TRUE
coa,,coa,coa.coa_1.Heavy,16.62905218,,787,Unit,79,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
coa,,coa,coa.coa_1.Light,16.63144767,,766,Unit,79,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
accoa,,accoa,accoa.accoa_1.Heavy,16.83769236,,831,Unit,79,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
accoa,,accoa,accoa.accoa_1.Light,16.8396682,,808,Unit,79,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
malcoa,,malcoa,malcoa.malcoa_1.Heavy,16.83769236,,876.663,Unit,79,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
malcoa,,malcoa,malcoa.malcoa_1.Light,16.8396682,,852.582,Unit,79,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
succoa,,succoa,succoa.succoa_1.Heavy,16.83769236,,891.084,Unit,79,Unit,,,,,1,0,,Heavy,1,1,,1,TRUE,FALSE,TRUE
succoa,,succoa,succoa.succoa_1.Light,16.8396682,,866,Unit,79,Unit,,,,,1,0,,Light,1,1,,1,TRUE,FALSE,TRUE
