transition_group_id,run_id,filename,RT,id,Sequence,FullPeptideName,Charge,Intensity,ProteinName,decoy,potentialOutlier,initialPeakQuality,PeptideRef,leftWidth,rightWidth,total_xic,peak_apices_sum,var_xcorr_coelution,var_xcorr_coelution_weighted,var_xcorr_shape,var_xcorr_shape_weighted,delta_rt,assay_rt,norm_RT,rt_score,var_norm_rt_score,var_intensity_score,nr_peaks,sn_ratio,var_log_sn_score,var_elution_model_fit_score,main_var_xx_lda_prelim_score,MZ,native_id,peak_apex_int,width_at_5,width_at_10,width_at_50,start_time_at_10,start_time_at_5,end_time_at_10,end_time_at_5,total_width,tailing_factor,asymmetry_factor,baseline_delta_2_height,slope_of_baseline,points_across_baseline,points_across_half_height,logSN,FeatureLevel,PrecursorMZ,peak_area
b'23dpg',170808_Jonathan_yeast_Sacc3_1x,/home/user/code/examples/LCMS_MRM/mzML/170808_Jonathan_yeast_Sacc3_1x.mzML,15.744942026646932,5161474933965265684,b'',NA,1,74034.640625,b'23dpg',0,none,0.4294464623697802,23dpg,15.61888313293457,16.12576675415039,130489.0,10564.276550075909,0.8497311128276557,0.4444444444444444,0.8435075025150067,0.7913433366866753,-0.13085475335306818,15.87579678,15.744942026646932,0.13085475335306818,0.0013085475335306818,0.5673630775391029,3.0,30.056948617541945,3.403093869443224,0.41589528570572537,6.434062733410726,170.0,23dpg.23dpg_1.Heavy,526.1335984078875,0.4551294046016654,0.32717200704275484,0.09699540017100006,15.684219638501727,15.653756174871285,16.01139164554448,16.10888557947295,0.5068836212158203,4.991228307231956,0.22789444547320917,-0.010379372991871435,-5.460936861430959,31,6,4.2742466705472575,MS2,268.0,4828.89794921875
b'23dpg',170808_Jonathan_yeast_Sacc3_1x,/home/user/code/examples/LCMS_MRM/mzML/170808_Jonathan_yeast_Sacc3_1x.mzML,15.744942026646932,5161474933965265684,b'',NA,1,74034.640625,b'23dpg',0,none,0.4294464623697802,23dpg,15.61888313293457,16.12576675415039,130489.0,10564.276550075909,0.8497311128276557,0.4444444444444444,0.8435075025150067,0.7913433366866753,-0.13085475335306818,15.87579678,15.744942026646932,0.13085475335306818,0.0013085475335306818,0.5673630775391029,3.0,30.056948617541945,3.403093869443224,0.41589528570572537,6.434062733410726,167.0,23dpg.23dpg_1.Light,6910.386076298922,0.44112732318947145,0.3630331416335508,0.13075532524544187,15.681877042580336,15.659695955347916,16.044910184213887,16.100823278537387,0.5068836212158203,5.174752530731143,0.2102389286186801,0.016975040312329364,117.30408221893373,31,7,2.90934809499346,MS2,265.0,63020.7734375
b'2mcit',170808_Jonathan_yeast_Sacc3_1x,/home/user/code/examples/LCMS_MRM/mzML/170808_Jonathan_yeast_Sacc3_1x.mzML,14.962841846720377,17975823035073698436,b'',NA,1,4130414.0,b'2mcit',0,2mcit.2mcit_2.Light,-8.735597470362222,2mcit,14.691866874694824,15.255766868591309,4895696.0,456897.80652420054,45.03901500111236,24.111111111111107,0.44695272154748683,0.37371473984109344,0.8009843467203765,14.1618575,14.962841846720377,0.8009843467203765,0.008009843467203766,0.8436826449191289,3.0,46.30873633614032,3.8353306330579633,-0.2049239327510198,1.4307281283130313,125.0,2mcit.2mcit_1.Light,456821.53212548426,0.26303696145821576,-0.09137812084420815,0.11750743339034031,14.793096071544232,14.791256406426633,14.701717950700024,15.05429336788485,0.5638999938964844,2.8762447918734146,-1.538323388310463,0.0005711842408150904,260.9292600150811,43,8,4.933942921726073,MS2,205.0,4129230.75
b'35cgmp',170808_Jonathan_yeast_Sacc3_1x,/home/user/code/examples/LCMS_MRM/mzML/170808_Jonathan_yeast_Sacc3_1x.mzML,10.441401134490967,838208123424137591,b'',NA,1,1554.74560546875,b'35cgmp',0,35cgmp.35cgmp_2.Light,-5.720120962470014,35cgmp,10.338600158691406,10.537099838256836,8895.0,117.70204436625679,20.065563234854494,11.888888888888886,0.4794235104364238,0.4170091250263428,-0.2512937955090333,10.69269493,10.441401134490967,0.2512937955090333,0.002512937955090333,0.1747887133747892,3.0,25.61808729822179,3.2432986370938943,0.1391297181447347,2.9335520682185345,155.0,35cgmp.35cgmp_1.Heavy,112.0395813222141,0.0,0.0,0.17655976945642138,0.0,0.0,0.0,0.0,0.1984996795654297,-0.0,-1.0,0.36527855805915277,40.92565671092955,19,8,4.341910925762004,MS2,354.0,1090.9150390625
b'5oxpro',170808_Jonathan_yeast_Sacc3_1x,/home/user/code/examples/LCMS_MRM/mzML/170808_Jonathan_yeast_Sacc3_1x.mzML,3.4544390647888177,7837252830603429210,b'',NA,1,919958.9375,b'5oxpro',0,5oxpro.5oxpro_1.Heavy,0.767988074518452,5oxpro,3.191816568374634,3.722083330154419,1308161.0,51018.4773550256,2.162493469158459,1.1111111111111112,0.9705019907761794,0.9606693210349054,-0.1755609352111822,3.63,3.4544390647888177,0.1755609352111822,0.0017556093521118221,0.7032459594040794,3.0,49.568922610164655,3.903364077081022,0.25431325659155846,7.70273373510019,82.0,5oxpro.5oxpro_1.Light,38788.50698516887,0.33886888882765076,0.20131397202323997,0.12410149088067435,3.318021933593927,3.2840821708720283,3.519335905617167,3.622951059699679,0.5302667617797852,2.0109481761633883,0.47572354190351007,0.0040211407903276925,155.97404763397316,66,15,4.485810109544919,MS2,128.0,692686.5625
b'5oxpro',170808_Jonathan_yeast_Sacc3_1x,/home/user/code/examples/LCMS_MRM/mzML/170808_Jonathan_yeast_Sacc3_1x.mzML,3.4544390647888177,7837252830603429210,b'',NA,1,919958.9375,b'5oxpro',0,5oxpro.5oxpro_1.Heavy,0.767988074518452,5oxpro,3.191816568374634,3.722083330154419,1308161.0,51018.4773550256,2.162493469158459,1.1111111111111112,0.9705019907761794,0.9606693210349054,-0.1755609352111822,3.63,3.4544390647888177,0.1755609352111822,0.0017556093521118221,0.7032459594040794,3.0,49.568922610164655,3.903364077081022,0.25431325659155846,7.70273373510019,84.0,5oxpro.5oxpro_2.Light,11408.311167511622,0.2677692512896659,0.24054677532762447,0.25147139825504183,3.340081925976381,3.293571484651679,3.5806287013040055,3.5613407359413447,0.5302667617797852,2.50481819790837,0.9062324131401476,0.0,0.0,66,17,4.060547647965282,MS2,128.0,196789.625
b'6pgc',170808_Jonathan_yeast_Sacc3_1x,/home/user/code/examples/LCMS_MRM/mzML/170808_Jonathan_yeast_Sacc3_1x.mzML,13.648908632659912,16310478931198627170,b'',NA,1,126035.8671875,b'6pgc',0,6pgc.6pgc_1.Heavy,-3.386460665980606,6pgc,13.514033317565918,13.739683151245117,878871.0,13565.409446829375,10.01751962775255,5.5,0.8333034224958801,0.74995513374382,-0.13201006734008836,13.7809187,13.648908632659912,0.13201006734008836,0.0013201006734008835,0.1434065604480066,2.0,5.343974846952261,1.6759697294403824,0.7984371185302734,3.5282054282985533,97.0,6pgc.6pgc_1.Heavy,12247.071888678915,0.0,0.0,0.0845310789035878,0.0,0.0,0.0,0.0,0.22564983367919922,-0.0,-1.0,0.04813890970781882,589.5606878342803,18,7,2.332235388086004,MS2,281.0,104287.0546875
b'AICAr',170808_Jonathan_yeast_Sacc3_1x,/home/user/code/examples/LCMS_MRM/mzML/170808_Jonathan_yeast_Sacc3_1x.mzML,1.2452446866353353,18312470723225481362,b'',NA,1,14131.8046875,b'AICAr',0,AICAr.AICAr_1.Heavy,0.6379042112258817,AICAr,1.1535667181015015,1.3540500402450562,25739.0,1609.5374512857893,0.0,0.0,0.9718844523216608,0.9578266784824914,0.05212490963533534,1.193119777,1.2452446866353353,0.05212490963533534,0.0005212490963533534,0.5490424914526594,2.0,5.209253708114583,1.6504366033006366,0.8963498473167419,5.069326177690727,129.0,AICAr.AICAr_1.Heavy,1057.6426649014554,0.0,-1.1820076353723081,0.08328258932834487,1.1820076353723081,0.0,0.0,0.0,0.2004833221435547,-0.0,-19.691694374803866,0.16242135482185077,171.7837545506871,16,7,2.1908737051060228,MS2,266.0,8181.67626953125
b'Lcystin',170808_Jonathan_yeast_Sacc3_1x,/home/user/code/examples/LCMS_MRM/mzML/170808_Jonathan_yeast_Sacc3_1x.mzML,0.9901656964619954,5699443660903126117,b'',NA,1,120619.2578125,b'Lcystin',0,Lcystin.Lcystin_1.Light,0.289003111505987,Lcystin,0.7665500044822693,1.1951667070388794,129789.0,6025.050921937638,1.8213672050459184,1.0,0.9650755351773628,0.947613302766044,0.008631798461995355,0.981533898,0.9901656964619954,0.008631798461995355,8.631798461995354e-05,0.9293488493824592,2.0,4.378132528790745,1.4766222701798992,0.9692289531230927,4.597222617320169,123.0,Lcystin.Lcystin_1.Heavy,5568.309591214924,0.0,0.0,0.20479542145657748,0.0,0.0,0.0,0.0,0.4286167025566101,-0.0,-1.0,-0.0937328367962807,-521.9334541445129,41,17,0.9786795704456778,MS2,245.0,110345.96875
b'Lcystin',170808_Jonathan_yeast_Sacc3_1x,/home/user/code/examples/LCMS_MRM/mzML/170808_Jonathan_yeast_Sacc3_1x.mzML,0.9901656964619954,5699443660903126117,b'',NA,1,120619.2578125,b'Lcystin',0,Lcystin.Lcystin_1.Light,0.289003111505987,Lcystin,0.7665500044822693,1.1951667070388794,129789.0,6025.050921937638,1.8213672050459184,1.0,0.9650755351773628,0.947613302766044,0.008631798461995355,0.981533898,0.9901656964619954,0.008631798461995355,8.631798461995354e-05,0.9293488493824592,2.0,4.378132528790745,1.4766222701798992,0.9692289531230927,4.597222617320169,120.0,Lcystin.Lcystin_1.Light,456.7413307227147,0.845072506266459,0.3688638151350434,0.2654150633155451,0.7947313976440613,0.0,1.1635952127791047,0.845072506266459,0.4286167025566101,-5.82434299726671,0.8874057285035505,-0.09390709855919478,-42.89125316023575,41,21,1.8075220380779669,MS2,239.0,10273.2919921875
