File Path	chrom://nnfcb-l0495/ChromeleonLocal/20180320_AA_Lars Nielsen samples Vienna_lbpet.seq/813.smp/Emission_1.channel/Emission_1.chm
Channel	Emission_1

Injection Information:
Data Vault	ChromeleonLocal
Injection	20180320_Lars Nielsen samples Vienna_dx20_BB2
Injection Number	27
Position	BB2
Comment	
Processing Method	20171024_Calculated with IS_lbpet
Instrument Method	20161104_AA_GeminiC18_FinalVer7
Type	Unknown
Status	Finished
Injection Date	21-03-2018
Injection Time	02:14:20
Injection Volume (µl)	56.500
Dilution Factor	1.0000
Weight	1.0000

Raw Data Information:
Time Min. (min)	0.003883
Time Max. (min)	30.001617
Data Points	2813
Detector	FLD
Exporting Data System	Chromeleon 7.1.2.1478
Operator	
Signal Quantity	
Signal Unit	counts
Signal Min.	-215.000000
Signal Max.	71,271,752.000000
Channel	Emission_1
Driver Name	FLD3000.dll
Channel Type	Evaluation
Min. Step (s)	0.637
Max. Step (s)	0.824
Average Step (s)	0.640

Signal Parameter Information:
Signal Info	340 nm /450 nm

Raw Data:
Time (min)	Step (s)	Value (counts)
0.003883	0.000	0.000000
0.017617	0.824	0.000000
0.028283	0.640	0.000000
0.038950	0.640	593.000000
0.049617	0.640	1,358.000000
0.060283	0.640	2,008.000000
0.070950	0.640	2,449.000000
0.081617	0.640	2,275.000000
0.092283	0.640	1,991.000000
0.102950	0.640	3,220.000000
0.113617	0.640	4,891.000000
0.124283	0.640	4,157.000000
0.134950	0.640	2,177.000000
0.145617	0.640	1,971.000000
0.156283	0.640	3,057.000000
0.166950	0.640	3,518.000000
0.177617	0.640	3,002.000000
0.188283	0.640	2,034.000000
0.198950	0.640	1,551.000000
0.209617	0.640	2,300.000000
0.220283	0.640	3,530.000000
0.230950	0.640	3,918.000000
0.241617	0.640	3,621.000000
0.252283	0.640	3,000.000000
0.262950	0.640	1,591.000000
0.273617	0.640	201.000000
0.284283	0.640	242.000000
0.294950	0.640	1,503.000000
0.305617	0.640	2,808.000000
0.316283	0.640	3,211.000000
0.326950	0.640	2,616.000000
0.337617	0.640	1,959.000000
0.348283	0.640	1,894.000000
0.358950	0.640	1,997.000000
0.369617	0.640	1,897.000000
0.380283	0.640	1,781.000000
0.390950	0.640	1,901.000000
0.401617	0.640	2,220.000000
0.412283	0.640	2,381.000000
0.422950	0.640	2,401.000000
0.433617	0.640	2,809.000000
0.444283	0.640	3,525.000000
0.454950	0.640	3,622.000000
0.465617	0.640	2,972.000000
0.476283	0.640	2,850.000000
0.486950	0.640	3,502.000000
0.497617	0.640	3,425.000000
0.508283	0.640	2,678.000000
0.518950	0.640	2,802.000000
0.529617	0.640	3,291.000000
0.540283	0.640	2,890.000000
0.550950	0.640	2,436.000000
0.561617	0.640	2,758.000000
0.572283	0.640	2,909.000000
0.582950	0.640	2,334.000000
0.593617	0.640	1,653.000000
0.604283	0.640	1,303.000000
0.614950	0.640	1,031.000000
0.625617	0.640	592.000000
0.636283	0.640	490.000000
0.646950	0.640	668.000000
0.657617	0.640	257.000000
0.668283	0.640	96.000000
0.678950	0.640	1,596.000000
0.689617	0.640	3,588.000000
0.700283	0.640	4,059.000000
0.710950	0.640	3,258.000000
0.721617	0.640	2,768.000000
0.732283	0.640	2,840.000000
0.742950	0.640	2,522.000000
0.753617	0.640	1,725.000000
0.764283	0.640	1,440.000000
0.774950	0.640	2,183.000000
0.785617	0.640	3,191.000000
0.796283	0.640	3,620.000000
0.806950	0.640	3,311.000000
0.817617	0.640	2,220.000000
0.828283	0.640	1,178.000000
0.838950	0.640	1,448.000000
0.849617	0.640	2,248.000000
0.860283	0.640	2,128.000000
0.870950	0.640	1,775.000000
0.881617	0.640	1,977.000000
0.892283	0.640	1,749.000000
0.902950	0.640	656.000000
0.913617	0.640	-71.000000
0.924283	0.640	485.000000
0.934950	0.640	1,545.000000
0.945617	0.640	1,882.000000
0.956283	0.640	1,609.000000
0.966950	0.640	1,535.000000
0.977617	0.640	1,981.000000
0.988283	0.640	2,538.000000
0.998950	0.640	2,368.000000
1.009617	0.640	1,794.000000
1.020283	0.640	2,047.000000
1.030950	0.640	2,637.000000
1.041617	0.640	2,440.000000
1.052283	0.640	2,263.000000
1.062950	0.640	2,886.000000
1.073617	0.640	3,494.000000
1.084283	0.640	3,244.000000
1.094950	0.640	2,012.000000
1.105617	0.640	792.000000
1.116283	0.640	971.000000
1.126950	0.640	2,241.000000
1.137617	0.640	3,036.000000
1.148283	0.640	2,468.000000
1.158950	0.640	1,332.000000
1.169617	0.640	1,425.000000
1.180283	0.640	2,779.000000
1.190950	0.640	3,394.000000
1.201617	0.640	2,901.000000
1.212283	0.640	3,027.000000
1.222950	0.640	3,692.000000
1.233617	0.640	3,389.000000
1.244283	0.640	2,756.000000
1.254950	0.640	2,969.000000
1.265617	0.640	3,250.000000
1.276283	0.640	2,479.000000
1.286950	0.640	1,149.000000
1.297617	0.640	684.000000
1.308283	0.640	1,338.000000
1.318950	0.640	2,380.000000
1.329617	0.640	3,183.000000
1.340283	0.640	2,997.000000
1.350950	0.640	2,070.000000
1.361617	0.640	2,029.000000
1.372283	0.640	3,144.000000
1.382950	0.640	3,929.000000
1.393617	0.640	3,877.000000
1.404283	0.640	3,292.000000
1.414950	0.640	2,192.000000
1.425617	0.640	1,438.000000
1.436283	0.640	1,923.000000
1.446950	0.640	2,755.000000
1.457617	0.640	2,922.000000
1.468283	0.640	2,791.000000
1.478950	0.640	2,542.000000
1.489617	0.640	2,229.000000
1.500283	0.640	2,553.000000
1.510950	0.640	3,455.000000
1.521617	0.640	3,963.000000
1.532283	0.640	3,595.000000
1.542950	0.640	2,907.000000
1.553617	0.640	2,412.000000
1.564283	0.640	1,962.000000
1.574950	0.640	1,896.000000
1.585617	0.640	2,530.000000
1.596283	0.640	3,199.000000
1.606950	0.640	3,797.000000
1.617617	0.640	4,752.000000
1.628283	0.640	5,108.000000
1.638950	0.640	3,953.000000
1.649617	0.640	2,744.000000
1.660283	0.640	3,160.000000
1.670950	0.640	4,343.000000
1.681617	0.640	5,153.000000
1.692283	0.640	5,868.000000
1.702950	0.640	5,535.000000
1.713617	0.640	3,313.000000
1.724283	0.640	1,893.000000
1.734950	0.640	4,024.000000
1.745617	0.640	8,318.000000
1.756283	0.640	11,517.000000
1.766950	0.640	12,356.000000
1.777617	0.640	11,463.000000
1.788283	0.640	9,248.000000
1.798950	0.640	6,372.000000
1.809617	0.640	4,607.000000
1.820283	0.640	4,670.000000
1.830950	0.640	5,331.000000
1.841617	0.640	5,212.000000
1.852283	0.640	3,917.000000
1.862950	0.640	2,522.000000
1.873617	0.640	2,471.000000
1.884283	0.640	3,595.000000
1.894950	0.640	4,817.000000
1.905617	0.640	5,384.000000
1.916283	0.640	4,870.000000
1.926950	0.640	3,842.000000
1.937617	0.640	3,494.000000
1.948283	0.640	4,339.000000
1.958950	0.640	5,823.000000
1.969617	0.640	6,374.000000
1.980283	0.640	5,463.000000
1.990950	0.640	4,607.000000
2.001617	0.640	4,572.000000
2.012283	0.640	4,668.000000
2.022950	0.640	4,529.000000
2.033617	0.640	4,358.000000
2.044283	0.640	4,587.000000
2.054950	0.640	5,427.000000
2.065617	0.640	6,273.000000
2.076283	0.640	6,067.000000
2.086950	0.640	4,343.000000
2.097617	0.640	2,523.000000
2.108283	0.640	2,418.000000
2.118950	0.640	3,153.000000
2.129617	0.640	3,141.000000
2.140283	0.640	2,870.000000
2.150950	0.640	2,986.000000
2.161617	0.640	3,244.000000
2.172283	0.640	3,777.000000
2.182950	0.640	4,311.000000
2.193617	0.640	3,657.000000
2.204283	0.640	2,452.000000
2.214950	0.640	3,017.000000
2.225617	0.640	4,864.000000
2.236283	0.640	5,299.000000
2.246950	0.640	4,827.000000
2.257617	0.640	6,221.000000
2.268283	0.640	8,844.000000
2.278950	0.640	9,197.000000
2.289617	0.640	6,431.000000
2.300283	0.640	3,527.000000
2.310950	0.640	3,376.000000
2.321617	0.640	5,156.000000
2.332283	0.640	5,720.000000
2.342950	0.640	4,763.000000
2.353617	0.640	4,301.000000
2.364283	0.640	3,969.000000
2.374950	0.640	2,421.000000
2.385617	0.640	638.000000
2.396283	0.640	472.000000
2.406950	0.640	1,659.000000
2.417617	0.640	2,200.000000
2.428283	0.640	1,780.000000
2.438950	0.640	1,857.000000
2.449617	0.640	2,849.000000
2.460283	0.640	3,981.000000
2.470950	0.640	4,518.000000
2.481617	0.640	4,355.000000
2.492283	0.640	3,712.000000
2.502950	0.640	2,781.000000
2.513617	0.640	2,456.000000
2.524283	0.640	3,111.000000
2.534950	0.640	3,506.000000
2.545617	0.640	3,372.000000
2.556283	0.640	3,646.000000
2.566950	0.640	3,979.000000
2.577617	0.640	3,297.000000
2.588283	0.640	1,844.000000
2.598950	0.640	1,225.000000
2.609617	0.640	2,275.000000
2.620283	0.640	3,948.000000
2.630950	0.640	5,016.000000
2.641617	0.640	5,087.000000
2.652283	0.640	4,423.000000
2.662950	0.640	3,634.000000
2.673617	0.640	3,266.000000
2.684283	0.640	4,059.000000
2.694950	0.640	5,981.000000
2.705617	0.640	8,533.000000
2.716283	0.640	12,518.000000
2.726950	0.640	16,774.000000
2.737617	0.640	17,195.000000
2.748283	0.640	13,214.000000
2.758950	0.640	9,075.000000
2.769617	0.640	7,276.000000
2.780283	0.640	6,288.000000
2.790950	0.640	5,137.000000
2.801617	0.640	4,577.000000
2.812283	0.640	4,477.000000
2.822950	0.640	4,420.000000
2.833617	0.640	4,269.000000
2.844283	0.640	3,658.000000
2.854950	0.640	2,742.000000
2.865617	0.640	1,855.000000
2.876283	0.640	1,041.000000
2.886950	0.640	1,054.000000
2.897617	0.640	2,672.000000
2.908283	0.640	4,239.000000
2.918950	0.640	3,748.000000
2.929617	0.640	2,685.000000
2.940283	0.640	3,230.000000
2.950950	0.640	4,524.000000
2.961617	0.640	5,207.000000
2.972283	0.640	6,078.000000
2.982950	0.640	7,965.000000
2.993617	0.640	11,175.000000
3.004283	0.640	17,843.000000
3.014950	0.640	30,190.000000
3.025617	0.640	48,663.000000
3.036283	0.640	76,541.000000
3.046950	0.640	123,960.000000
3.057617	0.640	206,976.000000
3.068283	0.640	354,513.000000
3.078950	0.640	626,185.000000
