File Path	chrom://nnfcb-l0495/ChromeleonLocal/20180320_AA_Lars Nielsen samples Vienna_lbpet.seq/952.smp/Emission_1.channel/Emission_1.chm
Channel	Emission_1

Injection Information:
Data Vault	ChromeleonLocal
Injection	20180320_Lars Nielsen samples Vienna_dx20_BC4
Injection Number	41
Position	BC4
Comment	
Processing Method	20171024_Calculated with IS_lbpet
Instrument Method	20161104_AA_GeminiC18_FinalVer7
Type	Unknown
Status	Finished
Injection Date	21-03-2018
Injection Time	10:51:27
Injection Volume (µl)	56.500
Dilution Factor	1.0000
Weight	1.0000

Raw Data Information:
Time Min. (min)	0.003867
Time Max. (min)	30.001600
Data Points	2813
Detector	FLD
Exporting Data System	Chromeleon 7.1.2.1478
Operator	
Signal Quantity	
Signal Unit	counts
Signal Min.	-970.000000
Signal Max.	69,500,211.000000
Channel	Emission_1
Driver Name	FLD3000.dll
Channel Type	Evaluation
Min. Step (s)	0.640
Max. Step (s)	0.824
Average Step (s)	0.640

Signal Parameter Information:
Signal Info	340 nm /450 nm

Raw Data:
Time (min)	Step (s)	Value (counts)
0.003867	0.000	0.000000
0.017600	0.824	0.000000
0.028267	0.640	0.000000
0.038933	0.640	933.000000
0.049600	0.640	2,170.000000
0.060267	0.640	2,667.000000
0.070933	0.640	2,328.000000
0.081600	0.640	2,258.000000
0.092267	0.640	3,236.000000
0.102933	0.640	4,668.000000
0.113600	0.640	5,006.000000
0.124267	0.640	3,892.000000
0.134933	0.640	2,944.000000
0.145600	0.640	3,014.000000
0.156267	0.640	3,024.000000
0.166933	0.640	2,817.000000
0.177600	0.640	3,504.000000
0.188267	0.640	4,113.000000
0.198933	0.640	3,232.000000
0.209600	0.640	2,393.000000
0.220267	0.640	2,526.000000
0.230933	0.640	2,128.000000
0.241600	0.640	1,260.000000
0.252267	0.640	1,562.000000
0.262933	0.640	3,113.000000
0.273600	0.640	4,175.000000
0.284267	0.640	3,411.000000
0.294933	0.640	2,037.000000
0.305600	0.640	1,675.000000
0.316267	0.640	1,826.000000
0.326933	0.640	2,236.000000
0.337600	0.640	3,144.000000
0.348267	0.640	3,356.000000
0.358933	0.640	2,455.000000
0.369600	0.640	1,966.000000
0.380267	0.640	2,675.000000
0.390933	0.640	3,802.000000
0.401600	0.640	4,262.000000
0.412267	0.640	3,910.000000
0.422933	0.640	3,620.000000
0.433600	0.640	3,625.000000
0.444267	0.640	3,527.000000
0.454933	0.640	3,435.000000
0.465600	0.640	3,356.000000
0.476267	0.640	3,220.000000
0.486933	0.640	3,434.000000
0.497600	0.640	4,049.000000
0.508267	0.640	4,293.000000
0.518933	0.640	3,806.000000
0.529600	0.640	3,490.000000
0.540267	0.640	3,643.000000
0.550933	0.640	3,056.000000
0.561600	0.640	1,888.000000
0.572267	0.640	1,536.000000
0.582933	0.640	1,917.000000
0.593600	0.640	2,475.000000
0.604267	0.640	2,931.000000
0.614933	0.640	2,859.000000
0.625600	0.640	2,114.000000
0.636267	0.640	677.000000
0.646933	0.640	-621.000000
0.657600	0.640	-970.000000
0.668267	0.640	-907.000000
0.678933	0.640	-79.000000
0.689600	0.640	2,006.000000
0.700267	0.640	3,181.000000
0.710933	0.640	2,203.000000
0.721600	0.640	1,526.000000
0.732267	0.640	2,708.000000
0.742933	0.640	4,221.000000
0.753600	0.640	4,651.000000
0.764267	0.640	3,920.000000
0.774933	0.640	2,816.000000
0.785600	0.640	2,309.000000
0.796267	0.640	2,209.000000
0.806933	0.640	2,259.000000
0.817600	0.640	2,995.000000
0.828267	0.640	3,941.000000
0.838933	0.640	3,964.000000
0.849600	0.640	3,080.000000
0.860267	0.640	2,198.000000
0.870933	0.640	1,733.000000
0.881600	0.640	1,575.000000
0.892267	0.640	1,945.000000
0.902933	0.640	2,716.000000
0.913600	0.640	3,292.000000
0.924267	0.640	3,442.000000
0.934933	0.640	3,226.000000
0.945600	0.640	3,135.000000
0.956267	0.640	3,539.000000
0.966933	0.640	3,732.000000
0.977600	0.640	2,916.000000
0.988267	0.640	1,244.000000
0.998933	0.640	-211.000000
1.009600	0.640	-95.000000
1.020267	0.640	1,194.000000
1.030933	0.640	1,825.000000
1.041600	0.640	1,464.000000
1.052267	0.640	1,342.000000
1.062933	0.640	2,172.000000
1.073600	0.640	3,083.000000
1.084267	0.640	2,809.000000
1.094933	0.640	1,957.000000
1.105600	0.640	2,451.000000
1.116267	0.640	4,274.000000
1.126933	0.640	5,104.000000
1.137600	0.640	3,839.000000
1.148267	0.640	1,860.000000
1.158933	0.640	1,072.000000
1.169600	0.640	2,013.000000
1.180267	0.640	3,569.000000
1.190933	0.640	4,723.000000
1.201600	0.640	5,093.000000
1.212267	0.640	4,449.000000
1.222933	0.640	3,614.000000
1.233600	0.640	3,567.000000
1.244267	0.640	3,876.000000
1.254933	0.640	3,608.000000
1.265600	0.640	2,454.000000
1.276267	0.640	1,287.000000
1.286933	0.640	1,428.000000
1.297600	0.640	2,510.000000
1.308267	0.640	3,090.000000
1.318933	0.640	3,063.000000
1.329600	0.640	3,049.000000
1.340267	0.640	3,295.000000
1.350933	0.640	3,737.000000
1.361600	0.640	3,279.000000
1.372267	0.640	1,388.000000
1.382933	0.640	-15.000000
1.393600	0.640	648.000000
1.404267	0.640	2,396.000000
1.414933	0.640	3,472.000000
1.425600	0.640	3,158.000000
1.436267	0.640	1,998.000000
1.446933	0.640	1,334.000000
1.457600	0.640	2,027.000000
1.468267	0.640	3,198.000000
1.478933	0.640	3,580.000000
1.489600	0.640	3,373.000000
1.500267	0.640	3,174.000000
1.510933	0.640	2,792.000000
1.521600	0.640	2,131.000000
1.532267	0.640	1,880.000000
1.542933	0.640	2,544.000000
1.553600	0.640	3,635.000000
1.564267	0.640	4,608.000000
1.574933	0.640	5,217.000000
1.585600	0.640	4,858.000000
1.596267	0.640	3,248.000000
