File Path	chrom://nnfcb-l0495/ChromeleonLocal/20180320_AA_Lars Nielsen samples Vienna_lbpet.seq/897.smp/Emission_2.channel/Emission_2.chm
Channel	Emission_2

Injection Information:
Data Vault	ChromeleonLocal
Injection	20180320_Lars Nielsen samples Vienna_dx20_BA1
Injection Number	14
Position	BA1
Comment	
Processing Method	20171024_Calculated with IS_lbpet
Instrument Method	20161104_AA_GeminiC18_FinalVer7
Type	Unknown
Status	Finished
Injection Date	20-03-2018
Injection Time	18:14:27
Injection Volume (µl)	56.500
Dilution Factor	1.0000
Weight	1.0000

Raw Data Information:
Time Min. (min)	0.007767
Time Max. (min)	30.005433
Data Points	2849
Detector	FLD
Exporting Data System	Chromeleon 7.1.2.1478
Operator	
Signal Quantity	
Signal Unit	counts
Signal Min.	-25,172.000000
Signal Max.	244,862,652.000000
Channel	Emission_2
Driver Name	FLD3000.dll
Channel Type	Evaluation
Min. Step (s)	0.010
Max. Step (s)	0.820
Average Step (s)	0.632

Signal Parameter Information:
Signal Info	266 nm /305 nm

Raw Data:
Time (min)	Step (s)	Value (counts)
0.007767	0.000	0.000000
0.021433	0.820	0.000000
0.032100	0.640	0.000000
0.042767	0.640	677.000000
0.053433	0.640	1,733.000000
0.064100	0.640	67.000000
0.074767	0.640	-2,801.000000
0.085433	0.640	-3,282.000000
0.096100	0.640	-1,623.000000
0.106767	0.640	1,235.000000
0.117433	0.640	3,928.000000
0.128100	0.640	5,351.000000
0.138767	0.640	5,359.000000
0.149433	0.640	3,480.000000
0.160100	0.640	1,162.000000
0.170767	0.640	-327.000000
0.181433	0.640	-1,834.000000
0.192100	0.640	-2,616.000000
0.202767	0.640	-2,040.000000
0.213433	0.640	-2,186.000000
0.224100	0.640	-3,737.000000
0.234767	0.640	-3,431.000000
0.245433	0.640	40.000000
0.256100	0.640	1,458.000000
0.266767	0.640	-3,680.000000
0.277433	0.640	-10,616.000000
0.288100	0.640	-10,711.000000
0.298767	0.640	-5,342.000000
0.309433	0.640	-2,964.000000
0.320100	0.640	-2,975.000000
0.330767	0.640	-22.000000
0.341433	0.640	3,241.000000
0.352100	0.640	2,715.000000
0.362767	0.640	-117.000000
0.373433	0.640	-2,848.000000
0.384100	0.640	-5,656.000000
0.394767	0.640	-9,621.000000
0.405433	0.640	-10,727.000000
0.416100	0.640	-4,382.000000
0.426767	0.640	2,586.000000
0.437433	0.640	2,746.000000
0.448100	0.640	1,458.000000
0.458767	0.640	2,904.000000
0.469433	0.640	1,843.000000
0.480100	0.640	-2,247.000000
0.490767	0.640	-4,188.000000
0.501433	0.640	-4,171.000000
0.512100	0.640	-3,554.000000
0.522767	0.640	-1,737.000000
0.533433	0.640	-1,085.000000
0.544100	0.640	-3,100.000000
0.554767	0.640	-3,916.000000
0.565433	0.640	-358.000000
0.576100	0.640	3,395.000000
