File Path	chrom://nnfcb-l0495/ChromeleonLocal/20180320_AA_Lars Nielsen samples Vienna_lbpet.seq/988.smp/Emission_1.channel/Emission_1.chm
Channel	Emission_1

Injection Information:
Data Vault	ChromeleonLocal
Injection	AAmix_0p1ug_mL_1
Injection Number	3
Position	RB2
Comment	
Processing Method	20171024_Calculated with IS_lbpet
Instrument Method	20161104_AA_GeminiC18_FinalVer7
Type	Calibration Standard
Status	Finished
Injection Date	20-03-2018
Injection Time	11:28:20
Injection Volume (µl)	56.500
Dilution Factor	1.0000
Weight	1.0000

Raw Data Information:
Time Min. (min)	0.003867
Time Max. (min)	30.001533
Data Points	2813
Detector	FLD
Exporting Data System	Chromeleon 7.1.2.1478
Operator	
Signal Quantity	
Signal Unit	counts
Signal Min.	-6,632.000000
Signal Max.	70,871,445.000000
Channel	Emission_1
Driver Name	FLD3000.dll
Channel Type	Evaluation
Min. Step (s)	0.640
Max. Step (s)	0.820
Average Step (s)	0.640

Signal Parameter Information:
Signal Info	340 nm /450 nm

Raw Data:
Time (min)	Step (s)	Value (counts)
0.003867	0.000	0.000000
0.017533	0.820	0.000000
0.028200	0.640	0.000000
0.038867	0.640	-425.000000
0.049533	0.640	-835.000000
0.060200	0.640	-1,229.000000
0.070867	0.640	-1,804.000000
0.081533	0.640	-2,367.000000
0.092200	0.640	-2,626.000000
0.102867	0.640	-2,089.000000
0.113533	0.640	-413.000000
0.124200	0.640	892.000000
0.134867	0.640	187.000000
0.145533	0.640	-986.000000
0.156200	0.640	-423.000000
0.166867	0.640	779.000000
0.177533	0.640	192.000000
0.188200	0.640	-1,761.000000
0.198867	0.640	-2,465.000000
0.209533	0.640	-1,601.000000
0.220200	0.640	-1,618.000000
0.230867	0.640	-2,841.000000
0.241533	0.640	-2,814.000000
0.252200	0.640	-1,444.000000
0.262867	0.640	-1,248.000000
0.273533	0.640	-2,421.000000
0.284200	0.640	-2,688.000000
0.294867	0.640	-1,334.000000
0.305533	0.640	167.000000
0.316200	0.640	434.000000
0.326867	0.640	-362.000000
0.337533	0.640	-1,085.000000
0.348200	0.640	-1,491.000000
0.358867	0.640	-2,119.000000
0.369533	0.640	-2,663.000000
0.380200	0.640	-2,329.000000
0.390867	0.640	-1,504.000000
0.401533	0.640	-1,002.000000
0.412200	0.640	-622.000000
0.422867	0.640	-655.000000
0.433533	0.640	-1,566.000000
0.444200	0.640	-1,807.000000
0.454867	0.640	-399.000000
0.465533	0.640	717.000000
0.476200	0.640	-314.000000
0.486867	0.640	-2,679.000000
0.497533	0.640	-4,214.000000
0.508200	0.640	-3,923.000000
0.518867	0.640	-2,715.000000
0.529533	0.640	-2,189.000000
0.540200	0.640	-2,652.000000
0.550867	0.640	-2,903.000000
0.561533	0.640	-2,388.000000
0.572200	0.640	-1,872.000000
0.582867	0.640	-2,198.000000
0.593533	0.640	-3,126.000000
0.604200	0.640	-3,166.000000
0.614867	0.640	-1,660.000000
0.625533	0.640	-364.000000
0.636200	0.640	-874.000000
0.646867	0.640	-1,883.000000
0.657533	0.640	-1,946.000000
0.668200	0.640	-2,420.000000
0.678867	0.640	-4,066.000000
0.689533	0.640	-4,499.000000
0.700200	0.640	-2,190.000000
0.710867	0.640	657.000000
0.721533	0.640	1,141.000000
0.732200	0.640	-417.000000
0.742867	0.640	-1,416.000000
0.753533	0.640	-1,132.000000
0.764200	0.640	-557.000000
0.774867	0.640	209.000000
0.785533	0.640	709.000000
0.796200	0.640	-309.000000
0.806867	0.640	-1,981.000000
0.817533	0.640	-2,248.000000
0.828200	0.640	-1,813.000000
0.838867	0.640	-2,379.000000
0.849533	0.640	-2,576.000000
0.860200	0.640	-1,109.000000
0.870867	0.640	111.000000
0.881533	0.640	173.000000
0.892200	0.640	20.000000
0.902867	0.640	-481.000000
0.913533	0.640	-1,317.000000
0.924200	0.640	-1,861.000000
0.934867	0.640	-2,166.000000
0.945533	0.640	-2,480.000000
0.956200	0.640	-3,001.000000
0.966867	0.640	-3,579.000000
0.977533	0.640	-3,365.000000
0.988200	0.640	-2,183.000000
0.998867	0.640	-1,452.000000
1.009533	0.640	-2,047.000000
1.020200	0.640	-2,591.000000
1.030867	0.640	-2,237.000000
1.041533	0.640	-2,252.000000
1.052200	0.640	-2,899.000000
1.062867	0.640	-3,126.000000
1.073533	0.640	-2,842.000000
1.084200	0.640	-2,102.000000
1.094867	0.640	-997.000000
1.105533	0.640	-598.000000
1.116200	0.640	-847.000000
1.126867	0.640	-497.000000
1.137533	0.640	123.000000
1.148200	0.640	-49.000000
1.158867	0.640	-684.000000
1.169533	0.640	-1,100.000000
1.180200	0.640	-1,268.000000
1.190867	0.640	-1,207.000000
1.201533	0.640	-1,430.000000
1.212200	0.640	-2,596.000000
1.222867	0.640	-3,751.000000
1.233533	0.640	-3,648.000000
1.244200	0.640	-2,859.000000
1.254867	0.640	-2,408.000000
1.265533	0.640	-2,326.000000
1.276200	0.640	-2,133.000000
1.286867	0.640	-1,922.000000
1.297533	0.640	-2,338.000000
1.308200	0.640	-2,712.000000
1.318867	0.640	-2,102.000000
1.329533	0.640	-1,877.000000
1.340200	0.640	-2,916.000000
1.350867	0.640	-3,707.000000
1.361533	0.640	-3,558.000000
1.372200	0.640	-2,851.000000
1.382867	0.640	-1,988.000000
1.393533	0.640	-2,143.000000
1.404200	0.640	-2,936.000000
1.414867	0.640	-2,514.000000
1.425533	0.640	-1,541.000000
1.436200	0.640	-1,433.000000
1.446867	0.640	-1,597.000000
1.457533	0.640	-1,535.000000
1.468200	0.640	-1,521.000000
1.478867	0.640	-1,653.000000
1.489533	0.640	-1,955.000000
1.500200	0.640	-2,274.000000
1.510867	0.640	-2,310.000000
1.521533	0.640	-1,749.000000
1.532200	0.640	-448.000000
1.542867	0.640	720.000000
1.553533	0.640	497.000000
1.564200	0.640	-449.000000
1.574867	0.640	-456.000000
1.585533	0.640	500.000000
1.596200	0.640	1,259.000000
1.606867	0.640	998.000000
1.617533	0.640	276.000000
1.628200	0.640	187.000000
1.638867	0.640	275.000000
1.649533	0.640	-262.000000
1.660200	0.640	-858.000000
1.670867	0.640	-952.000000
1.681533	0.640	-527.000000
1.692200	0.640	416.000000
1.702867	0.640	1,288.000000
1.713533	0.640	1,776.000000
1.724200	0.640	2,111.000000
1.734867	0.640	1,795.000000
1.745533	0.640	1,002.000000
1.756200	0.640	902.000000
1.766867	0.640	1,238.000000
1.777533	0.640	915.000000
1.788200	0.640	202.000000
1.798867	0.640	187.000000
1.809533	0.640	923.000000
1.820200	0.640	1,330.000000
1.830867	0.640	978.000000
1.841533	0.640	336.000000
1.852200	0.640	-888.000000
1.862867	0.640	-2,542.000000
1.873533	0.640	-2,565.000000
1.884200	0.640	-800.000000
1.894867	0.640	-126.000000
1.905533	0.640	-1,258.000000
1.916200	0.640	-2,316.000000
1.926867	0.640	-2,306.000000
1.937533	0.640	-1,189.000000
1.948200	0.640	300.000000
1.958867	0.640	594.000000
1.969533	0.640	-813.000000
1.980200	0.640	-2,428.000000
1.990867	0.640	-3,052.000000
2.001533	0.640	-3,160.000000
2.012200	0.640	-2,955.000000
2.022867	0.640	-1,919.000000
