File Path	chrom://nnfcb-l0495/ChromeleonLocal/20180320_AA_Lars Nielsen samples Vienna_lbpet.seq/328.smp/Emission_2.channel/Emission_2.chm
Channel	Emission_2

Injection Information:
Data Vault	ChromeleonLocal
Injection	AAmix_75ug_mL_1
Injection Number	12
Position	RC3
Comment	
Processing Method	20171024_Calculated with IS_lbpet
Instrument Method	20161104_AA_GeminiC18_FinalVer7
Type	Calibration Standard
Status	Finished
Injection Date	20-03-2018
Injection Time	17:00:39
Injection Volume (µl)	56.500
Dilution Factor	1.0000
Weight	1.0000

Raw Data Information:
Time Min. (min)	0.007817
Time Max. (min)	30.005483
Data Points	2861
Detector	FLD
Exporting Data System	Chromeleon 7.1.2.1478
Operator	
Signal Quantity	
Signal Unit	counts
Signal Min.	-12,467.000000
Signal Max.	199,985,855.000000
Channel	Emission_2
Driver Name	FLD3000.dll
Channel Type	Evaluation
Min. Step (s)	0.010
Max. Step (s)	0.820
Average Step (s)	0.629

Signal Parameter Information:
Signal Info	266 nm /305 nm

Raw Data:
Time (min)	Step (s)	Value (counts)
0.007817	0.000	0.000000
0.021483	0.820	0.000000
0.032150	0.640	0.000000
0.042817	0.640	2,672.000000
0.053483	0.640	3,752.000000
0.064150	0.640	3,374.000000
0.074817	0.640	4,670.000000
0.085483	0.640	6,666.000000
0.096150	0.640	6,976.000000
0.106817	0.640	6,563.000000
0.117483	0.640	6,489.000000
0.128150	0.640	6,617.000000
0.138817	0.640	7,109.000000
0.149483	0.640	6,562.000000
0.160150	0.640	5,181.000000
0.170817	0.640	5,823.000000
0.181483	0.640	7,409.000000
0.192150	0.640	8,322.000000
0.202817	0.640	10,699.000000
0.213483	0.640	12,576.000000
0.224150	0.640	8,820.000000
0.234817	0.640	2,824.000000
0.245483	0.640	3,384.000000
0.256150	0.640	11,102.000000
0.266817	0.640	17,405.000000
0.277483	0.640	15,145.000000
0.288150	0.640	8,988.000000
0.298817	0.640	11,541.000000
0.309483	0.640	22,091.000000
0.320150	0.640	23,869.000000
0.330817	0.640	12,570.000000
0.341483	0.640	3,211.000000
0.352150	0.640	4,602.000000
0.362817	0.640	9,812.000000
0.373483	0.640	9,092.000000
0.384150	0.640	2,648.000000
0.394817	0.640	267.000000
0.405483	0.640	5,313.000000
0.416150	0.640	8,786.000000
0.426817	0.640	7,453.000000
0.437483	0.640	9,292.000000
0.448150	0.640	15,107.000000
0.458817	0.640	16,346.000000
0.469483	0.640	10,886.000000
0.480150	0.640	5,813.000000
0.490817	0.640	4,445.000000
0.501483	0.640	1,911.000000
0.512150	0.640	-1,118.000000
0.522817	0.640	1,691.000000
0.533483	0.640	7,166.000000
0.544150	0.640	8,418.000000
0.554817	0.640	5,253.000000
0.565483	0.640	-8.000000
0.576150	0.640	-3,349.000000
0.586817	0.640	-1,273.000000
0.597483	0.640	4,378.000000
0.608150	0.640	9,553.000000
0.618817	0.640	10,629.000000
0.629483	0.640	5,712.000000
0.640150	0.640	-1,040.000000
0.650817	0.640	-2,384.000000
0.661483	0.640	1,265.000000
0.672150	0.640	3,214.000000
0.682817	0.640	2,320.000000
0.693483	0.640	3,337.000000
0.704150	0.640	8,207.000000
0.714817	0.640	11,515.000000
0.725483	0.640	7,821.000000
0.736150	0.640	1,914.000000
0.746817	0.640	927.000000
0.757483	0.640	3,346.000000
0.768150	0.640	4,183.000000
0.778817	0.640	2,783.000000
0.789483	0.640	3,569.000000
0.800150	0.640	6,759.000000
0.810817	0.640	5,576.000000
0.821483	0.640	2,031.000000
0.832150	0.640	4,009.000000
0.842817	0.640	7,749.000000
0.853483	0.640	7,684.000000
0.864150	0.640	7,607.000000
0.874817	0.640	9,316.000000
0.885483	0.640	9,067.000000
0.896150	0.640	6,076.000000
0.906817	0.640	3,293.000000
0.917483	0.640	2,996.000000
0.928150	0.640	3,184.000000
0.938817	0.640	358.000000
0.949483	0.640	-2,464.000000
0.960150	0.640	150.000000
0.970817	0.640	7,001.000000
0.981483	0.640	11,548.000000
0.992150	0.640	9,524.000000
1.002817	0.640	6,250.000000
1.013483	0.640	7,467.000000
1.024150	0.640	7,668.000000
1.034817	0.640	3,481.000000
1.045483	0.640	765.000000
1.056150	0.640	1,631.000000
1.066817	0.640	3,926.000000
1.077483	0.640	6,410.000000
1.088150	0.640	5,588.000000
1.098817	0.640	883.000000
1.109483	0.640	-938.000000
1.120150	0.640	2,216.000000
1.130817	0.640	4,501.000000
1.141483	0.640	5,039.000000
1.152150	0.640	6,993.000000
1.162817	0.640	8,621.000000
1.173483	0.640	8,626.000000
1.184150	0.640	9,919.000000
1.194817	0.640	12,650.000000
1.205483	0.640	12,569.000000
1.216150	0.640	9,049.000000
1.226817	0.640	6,651.000000
1.237483	0.640	6,338.000000
1.248150	0.640	6,108.000000
1.258817	0.640	6,944.000000
1.269483	0.640	8,725.000000
1.280150	0.640	8,186.000000
1.290817	0.640	4,214.000000
1.301483	0.640	925.000000
1.312150	0.640	3,069.000000
1.322817	0.640	6,862.000000
1.333483	0.640	5,423.000000
1.344150	0.640	2,224.000000
1.354817	0.640	3,331.000000
1.365483	0.640	6,903.000000
1.376150	0.640	9,575.000000
1.386817	0.640	9,388.000000
1.397483	0.640	5,937.000000
1.408150	0.640	3,214.000000
1.418817	0.640	3,869.000000
1.429483	0.640	6,384.000000
1.440150	0.640	9,711.000000
1.450817	0.640	11,130.000000
1.461483	0.640	7,230.000000
1.472150	0.640	1,881.000000
1.482817	0.640	3,380.000000
1.493483	0.640	11,507.000000
1.504150	0.640	17,321.000000
1.514817	0.640	18,630.000000
1.525483	0.640	18,381.000000
1.536150	0.640	12,918.000000
1.546817	0.640	2,068.000000
1.557483	0.640	-4,276.000000
1.568150	0.640	-1,103.000000
1.578817	0.640	4,422.000000
1.589483	0.640	5,620.000000
1.600150	0.640	5,692.000000
1.610817	0.640	8,490.000000
1.621483	0.640	10,451.000000
1.632150	0.640	7,540.000000
1.642817	0.640	2,559.000000
1.653483	0.640	497.000000
1.664150	0.640	823.000000
1.674817	0.640	2,491.000000
1.685483	0.640	7,497.000000
1.696150	0.640	13,511.000000
1.706817	0.640	15,767.000000
1.717483	0.640	13,346.000000
1.728150	0.640	8,302.000000
1.738817	0.640	4,253.000000
1.749483	0.640	4,421.000000
1.760150	0.640	7,524.000000
1.770817	0.640	7,852.000000
1.781483	0.640	2,284.000000
1.792150	0.640	-4,887.000000
1.802817	0.640	-6,436.000000
1.813483	0.640	-648.000000
1.824150	0.640	6,897.000000
1.834817	0.640	10,406.000000
1.845483	0.640	9,853.000000
1.856150	0.640	8,095.000000
1.866817	0.640	5,989.000000
1.877483	0.640	4,565.000000
1.888150	0.640	6,500.000000
1.898817	0.640	10,545.000000
1.909483	0.640	12,093.000000
1.920150	0.640	10,449.000000
1.930817	0.640	7,915.000000
1.941483	0.640	5,203.000000
1.952150	0.640	2,593.000000
1.962817	0.640	2,427.000000
1.973483	0.640	6,911.000000
1.984150	0.640	12,921.000000
1.994817	0.640	15,258.000000
2.005483	0.640	14,479.000000
2.016150	0.640	13,643.000000
2.026817	0.640	12,883.000000
2.037483	0.640	12,276.000000
2.048150	0.640	12,561.000000
2.058817	0.640	12,287.000000
2.069483	0.640	11,063.000000
2.080150	0.640	10,480.000000
2.090817	0.640	9,577.000000
2.101483	0.640	7,960.000000
2.112150	0.640	7,292.000000
2.122817	0.640	7,387.000000
2.133483	0.640	7,751.000000
2.144150	0.640	7,371.000000
2.154817	0.640	5,662.000000
2.165483	0.640	6,544.000000
2.176150	0.640	10,675.000000
2.186817	0.640	9,614.000000
2.197483	0.640	257.000000
2.208150	0.640	-6,758.000000
2.218817	0.640	-2,857.000000
2.229483	0.640	6,932.000000
2.240150	0.640	12,523.000000
2.250817	0.640	11,154.000000
2.261483	0.640	9,185.000000
2.272150	0.640	11,916.000000
2.282817	0.640	17,047.000000
2.293483	0.640	20,910.000000
2.304150	0.640	22,670.000000
2.314817	0.640	22,046.000000
2.325483	0.640	20,195.000000
2.336150	0.640	20,505.000000
2.346817	0.640	22,688.000000
2.357483	0.640	19,894.000000
2.368150	0.640	11,039.000000
2.378817	0.640	6,171.000000
2.389483	0.640	9,832.000000
2.400150	0.640	14,931.000000
2.410817	0.640	15,593.000000
2.421483	0.640	13,859.000000
2.432150	0.640	13,714.000000
2.442817	0.640	14,859.000000
2.453483	0.640	14,276.000000
2.464150	0.640	10,942.000000
2.474817	0.640	8,433.000000
2.485483	0.640	10,721.000000
2.496150	0.640	15,519.000000
2.506817	0.640	17,153.000000
2.517483	0.640	14,142.000000
2.528150	0.640	9,512.000000
2.538817	0.640	6,167.000000
2.549483	0.640	4,934.000000
2.560150	0.640	5,360.000000
2.570817	0.640	6,363.000000
2.581483	0.640	6,606.000000
2.592150	0.640	5,811.000000
2.602817	0.640	6,350.000000
2.613483	0.640	10,636.000000
2.624150	0.640	15,139.000000
2.634817	0.640	14,225.000000
2.645483	0.640	10,051.000000
2.656150	0.640	8,044.000000
2.666817	0.640	8,193.000000
2.677483	0.640	7,534.000000
2.688150	0.640	4,158.000000
2.698817	0.640	-321.000000
2.709483	0.640	-1,473.000000
2.720150	0.640	2,161.000000
2.730817	0.640	7,668.000000
2.741483	0.640	10,824.000000
2.752150	0.640	9,482.000000
2.762817	0.640	5,496.000000
2.773483	0.640	1,540.000000
2.784150	0.640	-1,439.000000
2.794817	0.640	-2,301.000000
2.805483	0.640	-381.000000
2.816150	0.640	2,506.000000
2.826817	0.640	4,485.000000
2.837483	0.640	5,726.000000
2.848150	0.640	7,152.000000
2.858817	0.640	7,898.000000
2.869483	0.640	6,194.000000
2.880150	0.640	4,481.000000
2.890817	0.640	6,585.000000
2.901483	0.640	9,930.000000
2.912150	0.640	11,229.000000
2.922817	0.640	13,576.000000
2.933483	0.640	16,590.000000
2.944150	0.640	14,967.000000
2.954817	0.640	12,493.000000
2.965483	0.640	16,014.000000
2.976150	0.640	21,345.000000
2.986817	0.640	21,802.000000
2.997483	0.640	17,811.000000
3.008150	0.640	12,993.000000
3.018817	0.640	11,380.000000
3.029483	0.640	14,366.000000
3.040150	0.640	16,534.000000
3.050817	0.640	13,650.000000
3.061483	0.640	10,833.000000
3.072150	0.640	12,763.000000
3.082817	0.640	16,068.000000
3.093483	0.640	17,685.000000
3.104150	0.640	18,726.000000
3.114817	0.640	18,829.000000
3.125483	0.640	18,212.000000
3.136150	0.640	20,660.000000
3.146817	0.640	25,367.000000
3.157483	0.640	26,531.000000
3.168150	0.640	23,019.000000
3.178817	0.640	18,989.000000
3.189483	0.640	17,491.000000
