File Path	chrom://nnfcb-l0495/ChromeleonLocal/20180320_AA_Lars Nielsen samples Vienna_lbpet.seq/489.smp/Emission_2.channel/Emission_2.chm
Channel	Emission_2

Injection Information:
Data Vault	ChromeleonLocal
Injection	20180320_Lars Nielsen samples Vienna_dx20_BB4
Injection Number	29
Position	BB4
Comment	
Processing Method	20171024_Calculated with IS_lbpet
Instrument Method	20161104_AA_GeminiC18_FinalVer7
Type	Unknown
Status	Finished
Injection Date	21-03-2018
Injection Time	03:28:11
Injection Volume (µl)	56.500
Dilution Factor	1.0000
Weight	1.0000

Raw Data Information:
Time Min. (min)	0.007817
Time Max. (min)	30.005483
Data Points	2849
Detector	FLD
Exporting Data System	Chromeleon 7.1.2.1478
Operator	
Signal Quantity	
Signal Unit	counts
Signal Min.	-15,175.000000
Signal Max.	249,104,255.000000
Channel	Emission_2
Driver Name	FLD3000.dll
Channel Type	Evaluation
Min. Step (s)	0.010
Max. Step (s)	0.820
Average Step (s)	0.632

Signal Parameter Information:
Signal Info	266 nm /305 nm

Raw Data:
Time (min)	Step (s)	Value (counts)
0.007817	0.000	0.000000
0.021483	0.820	0.000000
0.032150	0.640	0.000000
0.042817	0.640	3,241.000000
0.053483	0.640	7,462.000000
0.064150	0.640	6,834.000000
0.074817	0.640	2,231.000000
0.085483	0.640	-421.000000
0.096150	0.640	508.000000
0.106817	0.640	2,919.000000
0.117483	0.640	3,709.000000
0.128150	0.640	1,455.000000
0.138817	0.640	-1,670.000000
0.149483	0.640	-2,839.000000
0.160150	0.640	-1,951.000000
0.170817	0.640	-137.000000
0.181483	0.640	2,099.000000
0.192150	0.640	3,717.000000
0.202817	0.640	4,484.000000
0.213483	0.640	5,437.000000
0.224150	0.640	6,200.000000
0.234817	0.640	6,345.000000
0.245483	0.640	5,610.000000
0.256150	0.640	3,067.000000
0.266817	0.640	711.000000
0.277483	0.640	625.000000
0.288150	0.640	349.000000
0.298817	0.640	-867.000000
0.309483	0.640	799.000000
0.320150	0.640	5,783.000000
0.330817	0.640	8,754.000000
0.341483	0.640	7,309.000000
0.352150	0.640	4,739.000000
0.362817	0.640	2,977.000000
0.373483	0.640	2,860.000000
0.384150	0.640	4,204.000000
0.394817	0.640	2,765.000000
0.405483	0.640	-1,082.000000
0.416150	0.640	-1,126.000000
0.426817	0.640	3,878.000000
0.437483	0.640	9,749.000000
0.448150	0.640	11,977.000000
0.458817	0.640	9,631.000000
0.469483	0.640	6,754.000000
0.480150	0.640	6,686.000000
0.490817	0.640	8,570.000000
0.501483	0.640	9,596.000000
0.512150	0.640	6,891.000000
0.522817	0.640	551.000000
0.533483	0.640	-4,368.000000
0.544150	0.640	-4,002.000000
0.554817	0.640	-866.000000
0.565483	0.640	667.000000
0.576150	0.640	-570.000000
0.586883	0.644	-1,791.000000
0.597483	0.636	-1,141.000000
0.608150	0.640	-874.000000
0.618817	0.640	-1,542.000000
0.629483	0.640	-507.000000
0.640150	0.640	2,571.000000
0.650817	0.640	5,027.000000
0.661483	0.640	5,310.000000
0.672150	0.640	3,599.000000
0.682817	0.640	1,226.000000
0.693483	0.640	1,597.000000
0.704150	0.640	4,947.000000
0.714817	0.640	6,424.000000
0.725483	0.640	5,624.000000
0.736150	0.640	8,012.000000
0.746817	0.640	13,698.000000
0.757483	0.640	15,803.000000
0.768150	0.640	11,664.000000
0.778817	0.640	7,045.000000
0.789483	0.640	6,213.000000
0.800150	0.640	5,836.000000
0.810817	0.640	4,145.000000
0.821483	0.640	4,438.000000
0.832150	0.640	7,052.000000
0.842817	0.640	9,019.000000
0.853483	0.640	9,277.000000
0.864150	0.640	8,580.000000
0.874817	0.640	6,704.000000
0.885483	0.640	3,313.000000
0.896150	0.640	71.000000
0.906817	0.640	-807.000000
0.917483	0.640	228.000000
0.928150	0.640	131.000000
0.938817	0.640	-1,750.000000
0.949483	0.640	-1,332.000000
0.960150	0.640	3,610.000000
0.970817	0.640	7,499.000000
0.981483	0.640	6,892.000000
0.992150	0.640	8,395.000000
1.002817	0.640	13,039.000000
1.013483	0.640	12,404.000000
1.024150	0.640	6,607.000000
1.034817	0.640	2,338.000000
1.045483	0.640	942.000000
1.056150	0.640	688.000000
1.066817	0.640	-597.000000
1.077483	0.640	-4,037.000000
1.088150	0.640	-6,415.000000
1.098817	0.640	-3,746.000000
1.109483	0.640	1,673.000000
1.120150	0.640	3,619.000000
1.130817	0.640	823.000000
1.141483	0.640	-2,502.000000
1.152150	0.640	-2,752.000000
1.162817	0.640	-113.000000
1.173483	0.640	1,943.000000
1.184150	0.640	1,264.000000
1.194817	0.640	375.000000
1.205483	0.640	2,418.000000
1.216150	0.640	5,467.000000
1.226817	0.640	4,458.000000
1.237483	0.640	389.000000
1.248150	0.640	-1,584.000000
1.258817	0.640	-1,957.000000
1.269483	0.640	-1,944.000000
1.280150	0.640	2,225.000000
1.290817	0.640	11,124.000000
1.301483	0.640	16,982.000000
1.312150	0.640	14,370.000000
1.322817	0.640	8,439.000000
1.333483	0.640	5,056.000000
1.344150	0.640	4,081.000000
1.354817	0.640	3,594.000000
1.365483	0.640	3,220.000000
1.376150	0.640	3,835.000000
1.386817	0.640	3,468.000000
1.397483	0.640	-267.000000
1.408150	0.640	-4,373.000000
1.418817	0.640	-5,346.000000
1.429483	0.640	-3,934.000000
1.440150	0.640	-2,051.000000
1.450817	0.640	-1,288.000000
1.461483	0.640	-3,971.000000
1.472150	0.640	-8,322.000000
1.482817	0.640	-6,766.000000
1.493483	0.640	1,444.000000
1.504150	0.640	6,933.000000
1.514817	0.640	4,321.000000
1.525483	0.640	-721.000000
1.536150	0.640	550.000000
1.546817	0.640	6,466.000000
1.557483	0.640	8,118.000000
1.568150	0.640	6,505.000000
1.578817	0.640	8,203.000000
1.589483	0.640	10,226.000000
1.600150	0.640	7,665.000000
1.610817	0.640	5,030.000000
1.621483	0.640	7,396.000000
1.632150	0.640	10,909.000000
1.642817	0.640	9,859.000000
1.653483	0.640	5,021.000000
1.664150	0.640	1,634.000000
1.674817	0.640	3,598.000000
1.685483	0.640	9,023.000000
1.696150	0.640	12,282.000000
1.706817	0.640	10,726.000000
1.717483	0.640	7,019.000000
1.728150	0.640	5,889.000000
1.738817	0.640	7,749.000000
1.749483	0.640	5,851.000000
1.760150	0.640	-3,072.000000
1.770817	0.640	-9,116.000000
1.781483	0.640	-3,617.000000
1.792150	0.640	7,169.000000
1.802817	0.640	13,310.000000
1.813483	0.640	12,674.000000
1.824150	0.640	9,426.000000
1.834817	0.640	7,991.000000
1.845483	0.640	8,248.000000
1.856150	0.640	7,613.000000
1.866817	0.640	6,131.000000
1.877483	0.640	6,692.000000
1.888150	0.640	9,094.000000
1.898817	0.640	8,006.000000
1.909483	0.640	2,620.000000
1.920150	0.640	-45.000000
1.930817	0.640	3,027.000000
1.941483	0.640	5,901.000000
1.952150	0.640	4,873.000000
1.962817	0.640	5,043.000000
1.973483	0.640	9,504.000000
1.984150	0.640	13,292.000000
1.994817	0.640	12,803.000000
2.005483	0.640	9,828.000000
2.016150	0.640	7,679.000000
2.026817	0.640	7,992.000000
2.037483	0.640	8,960.000000
2.048150	0.640	8,907.000000
2.058817	0.640	8,644.000000
2.069483	0.640	9,143.000000
2.080150	0.640	10,196.000000
2.090817	0.640	10,024.000000
2.101483	0.640	8,276.000000
2.112150	0.640	6,920.000000
2.122817	0.640	5,696.000000
2.133483	0.640	2,753.000000
2.144150	0.640	-531.000000
2.154817	0.640	-101.000000
2.165483	0.640	4,582.000000
2.176150	0.640	8,898.000000
2.186817	0.640	9,080.000000
2.197483	0.640	7,307.000000
2.208150	0.640	8,832.000000
2.218817	0.640	11,834.000000
2.229483	0.640	7,587.000000
2.240150	0.640	-3,687.000000
2.250817	0.640	-8,083.000000
2.261483	0.640	3,175.000000
2.272150	0.640	20,264.000000
2.282817	0.640	29,304.000000
2.293483	0.640	28,571.000000
2.304150	0.640	23,632.000000
2.314817	0.640	18,608.000000
2.325483	0.640	14,467.000000
2.336150	0.640	10,851.000000
2.346817	0.640	9,607.000000
2.357483	0.640	11,482.000000
2.368150	0.640	11,234.000000
2.378817	0.640	6,834.000000
2.389483	0.640	5,922.000000
2.400150	0.640	12,462.000000
2.410817	0.640	17,596.000000
2.421483	0.640	12,672.000000
2.432150	0.640	2,819.000000
2.442817	0.640	-815.000000
2.453483	0.640	4,460.000000
2.464150	0.640	11,689.000000
2.474817	0.640	14,090.000000
2.485483	0.640	14,648.000000
2.496150	0.640	19,669.000000
2.506817	0.640	23,780.000000
2.517483	0.640	16,991.000000
2.528150	0.640	4,482.000000
2.538817	0.640	275.000000
2.549483	0.640	4,989.000000
2.560150	0.640	9,062.000000
2.570817	0.640	10,002.000000
2.581483	0.640	9,982.000000
2.592150	0.640	7,900.000000
2.602817	0.640	4,079.000000
2.613483	0.640	2,158.000000
2.624150	0.640	3,997.000000
2.634817	0.640	7,238.000000
2.645483	0.640	7,136.000000
2.656150	0.640	3,493.000000
2.666817	0.640	755.000000
2.677483	0.640	788.000000
2.688150	0.640	3,114.000000
2.698817	0.640	6,187.000000
2.709483	0.640	7,594.000000
2.720150	0.640	6,612.000000
2.730817	0.640	4,665.000000
2.741483	0.640	4,716.000000
2.752150	0.640	7,614.000000
2.762817	0.640	8,973.000000
2.773483	0.640	6,477.000000
2.784150	0.640	3,953.000000
2.794817	0.640	2,770.000000
2.805483	0.640	1,888.000000
2.816150	0.640	3,879.000000
2.826817	0.640	7,831.000000
2.837483	0.640	6,969.000000
2.848150	0.640	2,542.000000
2.858817	0.640	3,049.000000
2.869483	0.640	7,025.000000
2.880150	0.640	7,533.000000
2.890817	0.640	6,529.000000
2.901483	0.640	8,094.000000
2.912150	0.640	9,283.000000
2.922817	0.640	7,049.000000
2.933483	0.640	4,954.000000
2.944150	0.640	6,211.000000
2.954817	0.640	7,567.000000
2.965483	0.640	6,209.000000
2.976150	0.640	4,239.000000
2.986817	0.640	2,220.000000
2.997483	0.640	-1,248.000000
3.008150	0.640	-3,349.000000
3.018817	0.640	-457.000000
3.029483	0.640	5,738.000000
3.040150	0.640	10,707.000000
3.050817	0.640	12,690.000000
3.061483	0.640	13,006.000000
3.072150	0.640	11,849.000000
3.082817	0.640	9,056.000000
3.093483	0.640	6,409.000000
3.104150	0.640	5,228.000000
3.114817	0.640	5,823.000000
3.125483	0.640	8,802.000000
3.136150	0.640	12,599.000000
3.146817	0.640	14,333.000000
3.157483	0.640	16,372.000000
3.168150	0.640	19,984.000000
3.178817	0.640	18,079.000000
3.189483	0.640	8,974.000000
