File Path	chrom://nnfcb-l0495/ChromeleonLocal/20180320_AA_Lars Nielsen samples Vienna_lbpet.seq/681.smp/Emission_2.channel/Emission_2.chm
Channel	Emission_2

Injection Information:
Data Vault	ChromeleonLocal
Injection	Blank_IS_4
Injection Number	44
Position	RB1
Comment	
Processing Method	20171024_Calculated with IS_lbpet
Instrument Method	20161104_AA_GeminiC18_FinalVer7
Type	Unknown
Status	Finished
Injection Date	21-03-2018
Injection Time	12:42:19
Injection Volume (µl)	56.500
Dilution Factor	1.0000
Weight	1.0000

Raw Data Information:
Time Min. (min)	0.007767
Time Max. (min)	30.005483
Data Points	2849
Detector	FLD
Exporting Data System	Chromeleon 7.1.2.1478
Operator	
Signal Quantity	
Signal Unit	counts
Signal Min.	-30,099.000000
Signal Max.	210,090,861.000000
Channel	Emission_2
Driver Name	FLD3000.dll
Channel Type	Evaluation
Min. Step (s)	0.010
Max. Step (s)	0.823
Average Step (s)	0.632

Signal Parameter Information:
Signal Info	266 nm /305 nm

Raw Data:
Time (min)	Step (s)	Value (counts)
0.007767	0.000	0.000000
0.021483	0.823	0.000000
0.032150	0.640	0.000000
0.042817	0.640	-3,991.000000
0.053483	0.640	-5,920.000000
0.064150	0.640	-2,814.000000
0.074817	0.640	-336.000000
0.085483	0.640	-1,553.000000
0.096150	0.640	-2,094.000000
0.106817	0.640	-1,634.000000
0.117483	0.640	-837.000000
0.128150	0.640	2,243.000000
0.138817	0.640	3,025.000000
0.149483	0.640	-1,205.000000
0.160150	0.640	-3,707.000000
0.170817	0.640	-2,950.000000
0.181483	0.640	-6,169.000000
0.192150	0.640	-12,733.000000
0.202817	0.640	-12,184.000000
0.213483	0.640	-3,630.000000
0.224150	0.640	2,218.000000
0.234817	0.640	1,933.000000
0.245483	0.640	1,245.000000
0.256150	0.640	1,312.000000
0.266817	0.640	-2,407.000000
0.277483	0.640	-9,297.000000
0.288150	0.640	-11,834.000000
0.298817	0.640	-8,175.000000
0.309483	0.640	-4,907.000000
0.320150	0.640	-4,129.000000
0.330817	0.640	-3,486.000000
0.341483	0.640	-4,264.000000
0.352150	0.640	-6,194.000000
0.362817	0.640	-5,210.000000
0.373483	0.640	-1,470.000000
0.384150	0.640	773.000000
0.394817	0.640	-408.000000
0.405483	0.640	-3,082.000000
0.416150	0.640	-2,648.000000
0.426817	0.640	2,660.000000
0.437483	0.640	6,915.000000
0.448150	0.640	3,171.000000
0.458817	0.640	-6,070.000000
0.469483	0.640	-10,562.000000
0.480150	0.640	-5,965.000000
0.490817	0.640	1,178.000000
0.501483	0.640	3,453.000000
0.512150	0.640	870.000000
0.522817	0.640	-1,702.000000
0.533483	0.640	-2,873.000000
0.544150	0.640	-5,682.000000
0.554817	0.640	-10,955.000000
0.565483	0.640	-16,069.000000
0.576150	0.640	-18,627.000000
0.586817	0.640	-18,780.000000
0.597483	0.640	-17,695.000000
0.608150	0.640	-14,726.000000
0.618817	0.640	-10,158.000000
0.629483	0.640	-7,482.000000
0.640150	0.640	-9,153.000000
0.650817	0.640	-13,378.000000
0.661483	0.640	-14,757.000000
0.672150	0.640	-10,296.000000
0.682817	0.640	-4,630.000000
0.693483	0.640	-2,488.000000
0.704150	0.640	-3,943.000000
0.714817	0.640	-9,098.000000
0.725483	0.640	-14,975.000000
0.736150	0.640	-16,519.000000
0.746817	0.640	-14,702.000000
0.757483	0.640	-12,029.000000
0.768150	0.640	-8,811.000000
0.778817	0.640	-7,034.000000
0.789483	0.640	-7,613.000000
0.800150	0.640	-8,633.000000
0.810817	0.640	-7,952.000000
0.821483	0.640	-5,306.000000
0.832150	0.640	-4,042.000000
0.842817	0.640	-4,790.000000
0.853483	0.640	-4,112.000000
0.864150	0.640	-4,294.000000
0.874817	0.640	-9,241.000000
0.885483	0.640	-15,524.000000
0.896150	0.640	-17,841.000000
0.906817	0.640	-14,831.000000
0.917483	0.640	-8,992.000000
0.928150	0.640	-4,530.000000
0.938817	0.640	-3,721.000000
0.949483	0.640	-6,222.000000
0.960150	0.640	-10,326.000000
0.970817	0.640	-12,039.000000
0.981483	0.640	-7,270.000000
0.992150	0.640	-656.000000
1.002817	0.640	-1,790.000000
1.013483	0.640	-8,761.000000
1.024150	0.640	-12,772.000000
1.034817	0.640	-11,812.000000
1.045483	0.640	-8,285.000000
1.056150	0.640	-5,827.000000
1.066817	0.640	-7,024.000000
1.077483	0.640	-10,124.000000
1.088150	0.640	-12,566.000000
1.098817	0.640	-14,456.000000
1.109483	0.640	-17,179.000000
1.120150	0.640	-19,794.000000
1.130817	0.640	-19,488.000000
1.141483	0.640	-16,614.000000
1.152150	0.640	-12,937.000000
1.162817	0.640	-8,639.000000
1.173483	0.640	-6,436.000000
1.184150	0.640	-9,332.000000
1.194817	0.640	-14,294.000000
1.205483	0.640	-16,888.000000
1.216150	0.640	-17,188.000000
1.226817	0.640	-16,310.000000
1.237483	0.640	-13,902.000000
1.248150	0.640	-11,160.000000
1.258817	0.640	-9,918.000000
1.269483	0.640	-9,983.000000
1.280150	0.640	-11,691.000000
1.290817	0.640	-14,404.000000
1.301483	0.640	-14,653.000000
