File Path	chrom://nnfcb-l0495/ChromeleonLocal/20180320_AA_Lars Nielsen samples Vienna_lbpet.seq/735.smp/Emission_2.channel/Emission_2.chm
Channel	Emission_2

Injection Information:
Data Vault	ChromeleonLocal
Injection	20180320_Lars Nielsen samples Vienna_dx20_BC5
Injection Number	42
Position	BC5
Comment	
Processing Method	20171024_Calculated with IS_lbpet
Instrument Method	20161104_AA_GeminiC18_FinalVer7
Type	Unknown
Status	Finished
Injection Date	21-03-2018
Injection Time	11:28:25
Injection Volume (µl)	56.500
Dilution Factor	1.0000
Weight	1.0000

Raw Data Information:
Time Min. (min)	0.007767
Time Max. (min)	30.005433
Data Points	2849
Detector	FLD
Exporting Data System	Chromeleon 7.1.2.1478
Operator	
Signal Quantity	
Signal Unit	counts
Signal Min.	-32,863.000000
Signal Max.	248,520,483.000000
Channel	Emission_2
Driver Name	FLD3000.dll
Channel Type	Evaluation
Min. Step (s)	0.010
Max. Step (s)	0.820
Average Step (s)	0.632

Signal Parameter Information:
Signal Info	266 nm /305 nm

Raw Data:
Time (min)	Step (s)	Value (counts)
0.007767	0.000	0.000000
0.021433	0.820	0.000000
0.032100	0.640	0.000000
0.042767	0.640	-2,879.000000
0.053433	0.640	-3,025.000000
0.064100	0.640	356.000000
0.074767	0.640	1,111.000000
0.085433	0.640	-3,964.000000
0.096100	0.640	-10,087.000000
0.106767	0.640	-13,541.000000
0.117433	0.640	-15,269.000000
0.128100	0.640	-14,385.000000
0.138767	0.640	-11,235.000000
0.149433	0.640	-10,455.000000
0.160100	0.640	-12,522.000000
0.170767	0.640	-12,962.000000
0.181433	0.640	-11,473.000000
0.192100	0.640	-9,901.000000
0.202767	0.640	-6,213.000000
0.213483	0.643	-1,919.000000
0.224100	0.637	-4,268.000000
0.234767	0.640	-12,877.000000
0.245433	0.640	-17,639.000000
0.256100	0.640	-13,740.000000
0.266767	0.640	-6,346.000000
0.277433	0.640	-628.000000
0.288100	0.640	1,759.000000
0.298767	0.640	72.000000
0.309433	0.640	-3,296.000000
0.320100	0.640	-4,709.000000
0.330767	0.640	-5,246.000000
0.341433	0.640	-7,814.000000
0.352100	0.640	-12,307.000000
0.362767	0.640	-15,493.000000
0.373433	0.640	-13,641.000000
0.384100	0.640	-9,009.000000
0.394767	0.640	-6,887.000000
0.405433	0.640	-6,189.000000
0.416100	0.640	-5,117.000000
0.426767	0.640	-7,093.000000
0.437433	0.640	-13,084.000000
0.448100	0.640	-17,663.000000
0.458767	0.640	-15,769.000000
0.469433	0.640	-8,813.000000
0.480100	0.640	-2,678.000000
0.490767	0.640	-2,947.000000
0.501433	0.640	-8,626.000000
0.512100	0.640	-10,657.000000
0.522767	0.640	-5,772.000000
0.533433	0.640	-2,955.000000
0.544100	0.640	-6,729.000000
0.554767	0.640	-9,876.000000
