sample_name,data_dir,sample_type,comments,acquisition_method,processing_method,rack_code,plate_code,vial_position,rack_position,plate_position,injection_volume,dilution_factor,weight_to_volume,set_name,filename
170808_Jonathan_yeast_Sacc1_1x,/home/user/code/examples/LCMS_MRM,Unknown,,,,,,,,,,,,,170808_Jonathan_yeast_Sacc1_1x.mzML
