File Path	chrom://nnfcb-l0495/ChromeleonLocal/20180320_AA_Lars Nielsen samples Vienna_lbpet.seq/604.smp/Emission_1.channel/Emission_1.chm
Channel	Emission_1

Injection Information:
Data Vault	ChromeleonLocal
Injection	20180320_Lars Nielsen samples Vienna_dx20_BB11
Injection Number	36
Position	BB11
Comment	
Processing Method	20171024_Calculated with IS_lbpet
Instrument Method	20161104_AA_GeminiC18_FinalVer7
Type	Unknown
Status	Finished
Injection Date	21-03-2018
Injection Time	07:46:43
Injection Volume (µl)	56.500
Dilution Factor	1.0000
Weight	1.0000

Raw Data Information:
Time Min. (min)	0.003950
Time Max. (min)	30.001617
Data Points	2813
Detector	FLD
Exporting Data System	Chromeleon 7.1.2.1478
Operator	
Signal Quantity	
Signal Unit	counts
Signal Min.	-895.000000
Signal Max.	82,040,938.000000
Channel	Emission_1
Driver Name	FLD3000.dll
Channel Type	Evaluation
Min. Step (s)	0.640
Max. Step (s)	0.820
Average Step (s)	0.640

Signal Parameter Information:
Signal Info	340 nm /450 nm

Raw Data:
Time (min)	Step (s)	Value (counts)
0.003950	0.000	0.000000
0.017617	0.820	0.000000
0.028283	0.640	0.000000
0.038950	0.640	75.000000
0.049617	0.640	939.000000
0.060283	0.640	2,208.000000
0.070950	0.640	2,939.000000
0.081617	0.640	3,134.000000
0.092283	0.640	3,280.000000
0.102950	0.640	3,074.000000
0.113617	0.640	2,570.000000
0.124283	0.640	2,605.000000
0.134950	0.640	2,580.000000
0.145617	0.640	1,708.000000
0.156283	0.640	1,212.000000
0.166950	0.640	1,757.000000
0.177617	0.640	2,296.000000
0.188283	0.640	2,553.000000
0.198950	0.640	2,688.000000
0.209617	0.640	2,095.000000
0.220283	0.640	905.000000
0.230950	0.640	377.000000
0.241617	0.640	1,297.000000
0.252283	0.640	2,643.000000
0.262950	0.640	2,784.000000
0.273617	0.640	2,007.000000
0.284283	0.640	1,796.000000
0.294950	0.640	2,363.000000
0.305617	0.640	2,718.000000
0.316283	0.640	2,343.000000
0.326950	0.640	1,739.000000
0.337617	0.640	1,833.000000
0.348283	0.640	2,859.000000
0.358950	0.640	3,799.000000
0.369617	0.640	3,877.000000
0.380283	0.640	3,528.000000
0.390950	0.640	3,355.000000
0.401617	0.640	3,435.000000
0.412283	0.640	3,696.000000
0.422950	0.640	3,870.000000
0.433617	0.640	2,947.000000
0.444283	0.640	844.000000
0.454950	0.640	-154.000000
0.465617	0.640	1,047.000000
0.476283	0.640	2,078.000000
0.486950	0.640	1,632.000000
0.497617	0.640	1,566.000000
0.508283	0.640	2,620.000000
0.518950	0.640	3,223.000000
0.529617	0.640	2,984.000000
0.540283	0.640	3,428.000000
0.550950	0.640	4,781.000000
0.561617	0.640	4,889.000000
0.572283	0.640	3,057.000000
0.582950	0.640	2,008.000000
0.593617	0.640	3,270.000000
0.604283	0.640	4,550.000000
0.614950	0.640	4,046.000000
0.625617	0.640	2,849.000000
0.636283	0.640	2,116.000000
0.646950	0.640	1,631.000000
0.657617	0.640	1,451.000000
0.668283	0.640	2,310.000000
0.678950	0.640	3,707.000000
0.689617	0.640	4,037.000000
0.700283	0.640	3,259.000000
0.710950	0.640	2,704.000000
0.721617	0.640	2,575.000000
0.732283	0.640	2,574.000000
0.742950	0.640	3,086.000000
0.753617	0.640	3,469.000000
0.764283	0.640	2,896.000000
0.774950	0.640	2,735.000000
0.785617	0.640	4,093.000000
0.796283	0.640	5,570.000000
0.806950	0.640	5,376.000000
0.817617	0.640	3,875.000000
0.828283	0.640	3,171.000000
0.838950	0.640	3,610.000000
0.849617	0.640	3,537.000000
0.860283	0.640	2,440.000000
0.870950	0.640	1,042.000000
0.881617	0.640	466.000000
0.892283	0.640	971.000000
0.902950	0.640	1,089.000000
0.913617	0.640	685.000000
0.924283	0.640	1,173.000000
0.934950	0.640	1,892.000000
0.945617	0.640	1,398.000000
0.956283	0.640	643.000000
0.966950	0.640	831.000000
0.977617	0.640	1,242.000000
0.988283	0.640	1,642.000000
0.998950	0.640	2,940.000000
1.009617	0.640	5,156.000000
1.020283	0.640	6,679.000000
1.030950	0.640	5,763.000000
1.041617	0.640	3,694.000000
1.052283	0.640	2,886.000000
1.062950	0.640	2,466.000000
1.073617	0.640	1,603.000000
1.084283	0.640	2,151.000000
1.094950	0.640	4,145.000000
1.105617	0.640	5,045.000000
1.116283	0.640	4,111.000000
1.126950	0.640	2,865.000000
1.137617	0.640	2,199.000000
1.148283	0.640	2,101.000000
1.158950	0.640	2,851.000000
1.169617	0.640	3,763.000000
1.180283	0.640	3,119.000000
1.190950	0.640	1,465.000000
1.201617	0.640	953.000000
1.212283	0.640	1,842.000000
1.222950	0.640	3,222.000000
1.233617	0.640	4,407.000000
1.244283	0.640	4,535.000000
1.254950	0.640	3,280.000000
1.265617	0.640	1,673.000000
1.276283	0.640	1,028.000000
1.286950	0.640	1,276.000000
1.297617	0.640	1,292.000000
1.308283	0.640	749.000000
1.318950	0.640	699.000000
1.329617	0.640	1,837.000000
1.340283	0.640	3,021.000000
1.350950	0.640	3,203.000000
1.361617	0.640	2,783.000000
1.372283	0.640	1,962.000000
1.382950	0.640	587.000000
1.393617	0.640	-758.000000
1.404283	0.640	-895.000000
1.414950	0.640	374.000000
1.425617	0.640	1,712.000000
1.436283	0.640	2,454.000000
1.446950	0.640	2,926.000000
1.457617	0.640	2,866.000000
1.468283	0.640	2,359.000000
1.478950	0.640	2,068.000000
1.489617	0.640	1,675.000000
1.500283	0.640	1,225.000000
1.510950	0.640	1,956.000000
1.521617	0.640	3,212.000000
1.532283	0.640	3,134.000000
1.542950	0.640	2,347.000000
1.553617	0.640	2,374.000000
1.564283	0.640	3,164.000000
1.574950	0.640	4,046.000000
1.585617	0.640	4,716.000000
1.596283	0.640	5,155.000000
1.606950	0.640	5,392.000000
1.617617	0.640	5,403.000000
1.628283	0.640	4,869.000000
1.638950	0.640	3,880.000000
1.649617	0.640	3,456.000000
1.660283	0.640	4,040.000000
1.670950	0.640	5,008.000000
1.681617	0.640	5,486.000000
1.692283	0.640	4,846.000000
1.702950	0.640	3,821.000000
1.713617	0.640	3,651.000000
1.724283	0.640	3,651.000000
1.734950	0.640	3,169.000000
1.745617	0.640	3,747.000000
1.756283	0.640	5,729.000000
1.766950	0.640	6,913.000000
1.777617	0.640	6,149.000000
1.788283	0.640	4,776.000000
1.798950	0.640	4,503.000000
1.809617	0.640	5,040.000000
1.820283	0.640	4,644.000000
1.830950	0.640	3,224.000000
1.841617	0.640	2,259.000000
1.852283	0.640	1,994.000000
1.862950	0.640	1,719.000000
1.873617	0.640	1,613.000000
1.884283	0.640	1,990.000000
1.894950	0.640	2,709.000000
1.905617	0.640	3,961.000000
1.916283	0.640	5,162.000000
1.926950	0.640	5,403.000000
1.937617	0.640	5,075.000000
1.948283	0.640	4,358.000000
1.958950	0.640	3,350.000000
1.969617	0.640	3,249.000000
1.980283	0.640	4,206.000000
1.990950	0.640	4,524.000000
2.001617	0.640	3,177.000000
2.012283	0.640	1,197.000000
2.022950	0.640	16.000000
2.033617	0.640	-312.000000
2.044283	0.640	-88.000000
2.054950	0.640	1,096.000000
2.065617	0.640	2,638.000000
2.076283	0.640	2,877.000000
2.086950	0.640	1,984.000000
2.097617	0.640	1,658.000000
2.108283	0.640	2,093.000000
2.118950	0.640	2,307.000000
2.129617	0.640	2,262.000000
2.140283	0.640	2,180.000000
2.150950	0.640	1,660.000000
2.161617	0.640	837.000000
2.172283	0.640	378.000000
2.182950	0.640	284.000000
2.193617	0.640	352.000000
2.204283	0.640	1,152.000000
2.214950	0.640	3,127.000000
2.225617	0.640	5,559.000000
2.236283	0.640	7,199.000000
2.246950	0.640	6,987.000000
2.257617	0.640	4,783.000000
2.268283	0.640	2,458.000000
2.278950	0.640	2,360.000000
2.289617	0.640	3,878.000000
2.300283	0.640	4,806.000000
2.310950	0.640	5,100.000000
2.321617	0.640	5,199.000000
2.332283	0.640	4,345.000000
2.342950	0.640	2,962.000000
2.353617	0.640	2,298.000000
2.364283	0.640	2,440.000000
2.374950	0.640	2,741.000000
2.385617	0.640	2,686.000000
2.396283	0.640	2,909.000000
2.406950	0.640	4,135.000000
2.417617	0.640	4,995.000000
2.428283	0.640	4,210.000000
2.438950	0.640	2,562.000000
2.449617	0.640	1,377.000000
2.460283	0.640	1,571.000000
2.470950	0.640	2,837.000000
2.481617	0.640	3,534.000000
2.492283	0.640	3,324.000000
2.502950	0.640	3,690.000000
2.513617	0.640	4,498.000000
