File Path	chrom://nnfcb-l0495/ChromeleonLocal/20180320_AA_Lars Nielsen samples Vienna_lbpet.seq/262.smp/Emission_2.channel/Emission_2.chm
Channel	Emission_2

Injection Information:
Data Vault	ChromeleonLocal
Injection	AAmix_0p25ug_mL_1
Injection Number	4
Position	RB3
Comment	
Processing Method	20171024_Calculated with IS_lbpet
Instrument Method	20161104_AA_GeminiC18_FinalVer7
Type	Calibration Standard
Status	Finished
Injection Date	20-03-2018
Injection Time	12:05:14
Injection Volume (µl)	56.500
Dilution Factor	1.0000
Weight	1.0000

Raw Data Information:
Time Min. (min)	0.007767
Time Max. (min)	30.005500
Data Points	2861
Detector	FLD
Exporting Data System	Chromeleon 7.1.2.1478
Operator	
Signal Quantity	
Signal Unit	counts
Signal Min.	-31,343.000000
Signal Max.	377,236,589.000000
Channel	Emission_2
Driver Name	FLD3000.dll
Channel Type	Evaluation
Min. Step (s)	0.010
Max. Step (s)	0.824
Average Step (s)	0.629

Signal Parameter Information:
Signal Info	266 nm /305 nm

Raw Data:
Time (min)	Step (s)	Value (counts)
0.007767	0.000	0.000000
0.021500	0.824	0.000000
0.032167	0.640	0.000000
0.042833	0.640	-2,258.000000
0.053500	0.640	-3,448.000000
0.064167	0.640	-4,188.000000
0.074833	0.640	-6,464.000000
0.085500	0.640	-5,447.000000
0.096167	0.640	1,526.000000
0.106833	0.640	3,829.000000
0.117500	0.640	-5,061.000000
0.128167	0.640	-11,905.000000
0.138833	0.640	-6,216.000000
0.149500	0.640	1,850.000000
0.160167	0.640	1,961.000000
0.170833	0.640	-2,062.000000
0.181500	0.640	-4,613.000000
0.192167	0.640	-6,902.000000
0.202833	0.640	-10,307.000000
0.213500	0.640	-11,879.000000
0.224167	0.640	-11,147.000000
0.234833	0.640	-10,595.000000
0.245500	0.640	-9,443.000000
0.256167	0.640	-6,179.000000
0.266833	0.640	-2,564.000000
0.277500	0.640	-1,660.000000
0.288167	0.640	-3,179.000000
0.298833	0.640	-4,125.000000
0.309500	0.640	-5,296.000000
0.320167	0.640	-8,908.000000
0.330833	0.640	-12,147.000000
0.341500	0.640	-12,135.000000
0.352167	0.640	-11,317.000000
0.362833	0.640	-13,262.000000
0.373500	0.640	-17,097.000000
0.384167	0.640	-17,615.000000
0.394833	0.640	-12,343.000000
0.405500	0.640	-6,842.000000
0.416167	0.640	-8,672.000000
0.426833	0.640	-17,005.000000
0.437500	0.640	-22,337.000000
0.448167	0.640	-18,775.000000
0.458833	0.640	-11,635.000000
0.469500	0.640	-7,825.000000
0.480167	0.640	-6,583.000000
0.490833	0.640	-5,416.000000
0.501500	0.640	-6,461.000000
0.512167	0.640	-11,855.000000
0.522833	0.640	-17,559.000000
0.533500	0.640	-17,797.000000
0.544167	0.640	-13,530.000000
0.554833	0.640	-9,726.000000
0.565500	0.640	-9,410.000000
0.576167	0.640	-13,076.000000
0.586833	0.640	-16,736.000000
0.597500	0.640	-14,781.000000
0.608167	0.640	-8,340.000000
0.618833	0.640	-3,574.000000
0.629500	0.640	-3,078.000000
0.640167	0.640	-5,280.000000
0.650833	0.640	-8,446.000000
0.661500	0.640	-10,491.000000
0.672167	0.640	-9,557.000000
0.682833	0.640	-6,740.000000
0.693500	0.640	-4,992.000000
0.704167	0.640	-4,964.000000
0.714833	0.640	-4,338.000000
0.725500	0.640	-3,884.000000
0.736167	0.640	-6,700.000000
0.746833	0.640	-8,971.000000
0.757500	0.640	-5,850.000000
0.768167	0.640	-2,872.000000
0.778833	0.640	-6,071.000000
0.789500	0.640	-10,731.000000
0.800167	0.640	-12,455.000000
0.810833	0.640	-14,754.000000
0.821500	0.640	-17,176.000000
0.832167	0.640	-14,390.000000
0.842833	0.640	-9,798.000000
0.853500	0.640	-11,909.000000
0.864167	0.640	-18,868.000000
0.874833	0.640	-21,460.000000
0.885500	0.640	-17,602.000000
0.896167	0.640	-12,278.000000
0.906833	0.640	-8,290.000000
0.917500	0.640	-5,605.000000
0.928167	0.640	-4,652.000000
0.938833	0.640	-5,448.000000
0.949500	0.640	-8,092.000000
0.960167	0.640	-10,353.000000
0.970833	0.640	-7,155.000000
0.981500	0.640	-1,409.000000
0.992167	0.640	-270.000000
1.002833	0.640	-1,440.000000
1.013500	0.640	-2,743.000000
1.024167	0.640	-9,014.000000
1.034833	0.640	-18,116.000000
1.045500	0.640	-21,608.000000
1.056167	0.640	-18,663.000000
1.066833	0.640	-14,970.000000
1.077500	0.640	-13,674.000000
1.088167	0.640	-13,624.000000
1.098833	0.640	-13,464.000000
1.109500	0.640	-12,889.000000
1.120167	0.640	-10,297.000000
1.130833	0.640	-5,725.000000
1.141500	0.640	-3,754.000000
1.152167	0.640	-6,214.000000
1.162833	0.640	-10,119.000000
1.173500	0.640	-14,550.000000
1.184167	0.640	-18,963.000000
1.194833	0.640	-20,512.000000
1.205500	0.640	-17,633.000000
1.216167	0.640	-12,258.000000
1.226833	0.640	-8,366.000000
1.237500	0.640	-7,699.000000
1.248167	0.640	-10,146.000000
1.258833	0.640	-13,646.000000
1.269500	0.640	-13,780.000000
1.280167	0.640	-12,717.000000
1.290833	0.640	-15,065.000000
1.301500	0.640	-15,726.000000
1.312167	0.640	-11,444.000000
1.322833	0.640	-9,324.000000
1.333500	0.640	-12,890.000000
1.344167	0.640	-16,594.000000
1.354833	0.640	-14,721.000000
1.365500	0.640	-8,634.000000
1.376167	0.640	-4,511.000000
1.386833	0.640	-4,151.000000
1.397500	0.640	-5,790.000000
1.408167	0.640	-10,500.000000
1.418833	0.640	-17,630.000000
1.429500	0.640	-21,443.000000
1.440167	0.640	-18,083.000000
1.450833	0.640	-11,271.000000
1.461500	0.640	-7,675.000000
1.472167	0.640	-7,036.000000
1.482833	0.640	-5,526.000000
1.493500	0.640	-5,735.000000
1.504167	0.640	-10,418.000000
1.514833	0.640	-16,017.000000
1.525500	0.640	-18,996.000000
1.536167	0.640	-17,657.000000
1.546833	0.640	-11,591.000000
1.557500	0.640	-5,938.000000
1.568167	0.640	-6,230.000000
1.578833	0.640	-9,984.000000
1.589500	0.640	-13,117.000000
1.600167	0.640	-14,545.000000
1.610833	0.640	-12,541.000000
1.621500	0.640	-8,514.000000
1.632167	0.640	-7,031.000000
1.642833	0.640	-8,542.000000
1.653500	0.640	-10,238.000000
1.664167	0.640	-9,559.000000
1.674833	0.640	-6,063.000000
1.685500	0.640	-3,024.000000
1.696167	0.640	-2,617.000000
1.706833	0.640	-3,932.000000
1.717500	0.640	-7,446.000000
1.728167	0.640	-12,251.000000
1.738833	0.640	-12,574.000000
1.749500	0.640	-6,690.000000
1.760167	0.640	-2,814.000000
1.770833	0.640	-8,064.000000
1.781500	0.640	-18,172.000000
1.792167	0.640	-23,217.000000
1.802833	0.640	-20,291.000000
1.813500	0.640	-13,812.000000
1.824167	0.640	-7,742.000000
1.834833	0.640	-5,844.000000
1.845500	0.640	-9,180.000000
1.856167	0.640	-13,908.000000
1.866833	0.640	-16,951.000000
1.877500	0.640	-16,745.000000
1.888167	0.640	-13,954.000000
1.898833	0.640	-11,843.000000
1.909500	0.640	-11,628.000000
1.920167	0.640	-12,213.000000
1.930833	0.640	-12,074.000000
1.941500	0.640	-10,603.000000
1.952167	0.640	-9,883.000000
1.962833	0.640	-12,176.000000
1.973500	0.640	-15,678.000000
1.984167	0.640	-15,640.000000
1.994833	0.640	-10,182.000000
2.005500	0.640	-3,620.000000
2.016167	0.640	-2,155.000000
2.026833	0.640	-5,644.000000
2.037500	0.640	-6,258.000000
2.048167	0.640	-507.000000
2.058833	0.640	3,538.000000
2.069500	0.640	-577.000000
2.080167	0.640	-8,823.000000
2.090833	0.640	-14,452.000000
2.101500	0.640	-14,323.000000
2.112167	0.640	-11,175.000000
2.122833	0.640	-9,262.000000
2.133500	0.640	-7,510.000000
2.144167	0.640	-5,652.000000
2.154833	0.640	-6,916.000000
2.165500	0.640	-10,294.000000
2.176167	0.640	-12,394.000000
2.186833	0.640	-12,869.000000
2.197500	0.640	-12,416.000000
2.208167	0.640	-10,581.000000
2.218833	0.640	-8,203.000000
2.229500	0.640	-8,357.000000
2.240167	0.640	-11,004.000000
2.250833	0.640	-10,651.000000
2.261500	0.640	-3,254.000000
2.272167	0.640	6,085.000000
2.282833	0.640	9,942.000000
2.293500	0.640	10,729.000000
2.304167	0.640	11,827.000000
2.314833	0.640	9,366.000000
2.325500	0.640	3,046.000000
2.336167	0.640	-3,125.000000
2.346833	0.640	-7,744.000000
2.357500	0.640	-9,821.000000
2.368167	0.640	-8,387.000000
2.378833	0.640	-5,036.000000
2.389500	0.640	-2,456.000000
2.400167	0.640	-2,501.000000
2.410833	0.640	-6,601.000000
2.421500	0.640	-13,371.000000
2.432167	0.640	-15,614.000000
2.442833	0.640	-8,610.000000
2.453500	0.640	177.000000
2.464167	0.640	1,474.000000
2.474833	0.640	-2,004.000000
2.485500	0.640	-3,623.000000
2.496167	0.640	-2,505.000000
2.506833	0.640	-1,145.000000
2.517500	0.640	-2,920.000000
2.528167	0.640	-7,416.000000
2.538833	0.640	-9,820.000000
2.549500	0.640	-7,933.000000
2.560167	0.640	-4,595.000000
2.570833	0.640	-2,707.000000
2.581500	0.640	-1,416.000000
2.592167	0.640	-186.000000
2.602833	0.640	-408.000000
2.613500	0.640	-3,020.000000
2.624167	0.640	-8,658.000000
2.634833	0.640	-14,269.000000
2.645500	0.640	-13,583.000000
2.656167	0.640	-6,924.000000
2.666833	0.640	-2,190.000000
2.677500	0.640	-3,625.000000
2.688167	0.640	-7,982.000000
2.698833	0.640	-11,696.000000
2.709500	0.640	-14,321.000000
2.720167	0.640	-14,992.000000
2.730833	0.640	-11,767.000000
2.741500	0.640	-5,822.000000
2.752167	0.640	-2,262.000000
2.762833	0.640	-4,044.000000
2.773500	0.640	-6,778.000000
2.784167	0.640	-5,218.000000
2.794833	0.640	-3,536.000000
2.805500	0.640	-8,331.000000
2.816167	0.640	-14,094.000000
2.826833	0.640	-11,599.000000
2.837500	0.640	-5,529.000000
2.848167	0.640	-5,142.000000
2.858833	0.640	-9,094.000000
2.869500	0.640	-12,665.000000
2.880167	0.640	-13,700.000000
2.890833	0.640	-10,943.000000
2.901500	0.640	-7,471.000000
2.912167	0.640	-8,222.000000
2.922833	0.640	-11,847.000000
2.933500	0.640	-12,994.000000
2.944167	0.640	-11,611.000000
2.954833	0.640	-12,876.000000
2.965500	0.640	-17,082.000000
2.976167	0.640	-16,613.000000
2.986833	0.640	-8,438.000000
2.997500	0.640	-801.000000
3.008167	0.640	-868.000000
3.018833	0.640	-5,770.000000
3.029500	0.640	-8,512.000000
3.040167	0.640	-8,057.000000
3.050833	0.640	-9,058.000000
3.061500	0.640	-10,930.000000
3.072167	0.640	-10,100.000000
3.082833	0.640	-9,727.000000
3.093500	0.640	-11,512.000000
3.104167	0.640	-10,747.000000
3.114833	0.640	-8,780.000000
3.125500	0.640	-10,745.000000
3.136167	0.640	-13,521.000000
3.146833	0.640	-12,608.000000
3.157500	0.640	-10,466.000000
3.168167	0.640	-11,452.000000
3.178833	0.640	-15,270.000000
3.189500	0.640	-17,262.000000
3.200167	0.640	-13,602.000000
3.210833	0.640	-5,424.000000
3.221500	0.640	987.000000
3.232167	0.640	871.000000
3.242833	0.640	-4,482.000000
3.253500	0.640	-11,045.000000
3.264167	0.640	-14,267.000000
3.274833	0.640	-12,478.000000
3.285500	0.640	-9,154.000000
3.296167	0.640	-8,247.000000
3.306833	0.640	-9,154.000000
3.317500	0.640	-7,912.000000
3.328167	0.640	-4,945.000000
3.338833	0.640	-5,410.000000
3.349500	0.640	-9,814.000000
3.360167	0.640	-13,025.000000
3.370833	0.640	-11,532.000000
3.381500	0.640	-8,368.000000
3.392167	0.640	-9,535.000000
3.402833	0.640	-14,453.000000
3.413500	0.640	-17,412.000000
3.424167	0.640	-15,911.000000
3.434833	0.640	-10,909.000000
3.445500	0.640	-6,689.000000
3.456167	0.640	-8,239.000000
3.466833	0.640	-12,938.000000
3.477500	0.640	-14,578.000000
3.488167	0.640	-14,526.000000
3.498833	0.640	-17,198.000000
3.509500	0.640	-19,783.000000
3.520167	0.640	-18,147.000000
3.530833	0.640	-13,879.000000
3.541500	0.640	-8,956.000000
3.552167	0.640	-6,913.000000
3.562833	0.640	-11,707.000000
3.573500	0.640	-17,784.000000
3.584167	0.640	-17,856.000000
3.594833	0.640	-14,554.000000
3.605500	0.640	-12,697.000000
3.616167	0.640	-11,038.000000
3.626833	0.640	-7,944.000000
3.637500	0.640	-6,685.000000
3.648167	0.640	-8,716.000000
3.658833	0.640	-10,991.000000
3.669500	0.640	-12,628.000000
3.680167	0.640	-13,276.000000
3.690833	0.640	-11,448.000000
3.701500	0.640	-10,166.000000
3.712167	0.640	-11,983.000000
3.722833	0.640	-13,616.000000
3.733500	0.640	-13,917.000000
3.744167	0.640	-14,441.000000
3.754833	0.640	-13,566.000000
3.765500	0.640	-11,101.000000
3.776167	0.640	-9,232.000000
3.786833	0.640	-6,572.000000
3.797500	0.640	-3,309.000000
3.808167	0.640	-3,245.000000
3.818833	0.640	-3,929.000000
3.829500	0.640	-2,292.000000
3.840167	0.640	-3,841.000000
3.850833	0.640	-8,982.000000
3.861500	0.640	-8,976.000000
3.872167	0.640	-3,990.000000
3.882833	0.640	-1,990.000000
3.893500	0.640	-2,351.000000
3.904167	0.640	-1,514.000000
3.914833	0.640	-2,182.000000
3.925500	0.640	-4,824.000000
3.936167	0.640	-5,894.000000
3.946833	0.640	-3,732.000000
3.957500	0.640	-912.000000
3.968167	0.640	-3,815.000000
3.978833	0.640	-11,757.000000
3.989500	0.640	-15,066.000000
4.000167	0.640	-11,848.000000
4.010833	0.640	-8,985.000000
4.021500	0.640	-8,666.000000
4.032167	0.640	-9,031.000000
4.042833	0.640	-10,229.000000
4.053500	0.640	-11,919.000000
4.064167	0.640	-11,389.000000
4.074833	0.640	-9,485.000000
4.085500	0.640	-11,122.000000
4.096167	0.640	-15,789.000000
4.106833	0.640	-18,161.000000
4.117500	0.640	-17,421.000000
4.128167	0.640	-16,849.000000
4.138833	0.640	-16,645.000000
4.149500	0.640	-13,603.000000
4.160167	0.640	-9,756.000000
4.170833	0.640	-12,719.000000
4.181500	0.640	-21,265.000000
4.192167	0.640	-23,584.000000
4.202833	0.640	-16,534.000000
4.213500	0.640	-9,594.000000
4.224167	0.640	-8,215.000000
4.234833	0.640	-10,527.000000
4.245500	0.640	-14,537.000000
4.256167	0.640	-17,318.000000
4.266833	0.640	-16,285.000000
4.277500	0.640	-13,705.000000
4.288167	0.640	-12,574.000000
4.298833	0.640	-12,499.000000
4.309500	0.640	-12,958.000000
4.320167	0.640	-12,810.000000
4.330833	0.640	-9,831.000000
4.341500	0.640	-5,895.000000
4.352167	0.640	-4,293.000000
4.362833	0.640	-4,104.000000
4.373500	0.640	-4,518.000000
4.384167	0.640	-7,762.000000
4.394833	0.640	-12,792.000000
4.405500	0.640	-14,784.000000
4.416167	0.640	-14,020.000000
4.426833	0.640	-14,338.000000
4.437500	0.640	-16,620.000000
4.448167	0.640	-20,459.000000
4.458833	0.640	-21,668.000000
4.469500	0.640	-15,494.000000
4.480167	0.640	-9,110.000000
4.490833	0.640	-12,379.000000
4.501500	0.640	-19,712.000000
4.512167	0.640	-20,282.000000
4.522833	0.640	-15,827.000000
4.533500	0.640	-13,563.000000
4.544167	0.640	-14,167.000000
4.554833	0.640	-15,723.000000
4.565500	0.640	-18,215.000000
4.576167	0.640	-20,952.000000
4.586833	0.640	-21,699.000000
4.597500	0.640	-19,692.000000
4.608167	0.640	-17,566.000000
4.618833	0.640	-16,854.000000
4.629500	0.640	-15,177.000000
4.640167	0.640	-11,982.000000
4.650833	0.640	-10,210.000000
4.661500	0.640	-10,864.000000
4.672167	0.640	-11,636.000000
4.682833	0.640	-11,429.000000
4.693500	0.640	-12,205.000000
4.704167	0.640	-13,630.000000
4.714833	0.640	-13,457.000000
4.725500	0.640	-14,215.000000
4.736167	0.640	-18,288.000000
4.746833	0.640	-20,408.000000
