File Path	chrom://nnfcb-l0495/ChromeleonLocal/20180320_AA_Lars Nielsen samples Vienna_lbpet.seq/640.smp/Emission_2.channel/Emission_2.chm
Channel	Emission_2

Injection Information:
Data Vault	ChromeleonLocal
Injection	20180320_Lars Nielsen samples Vienna_dx20_BB9
Injection Number	34
Position	BB9
Comment	
Processing Method	20171024_Calculated with IS_lbpet
Instrument Method	20161104_AA_GeminiC18_FinalVer7
Type	Unknown
Status	Finished
Injection Date	21-03-2018
Injection Time	06:32:51
Injection Volume (µl)	56.500
Dilution Factor	1.0000
Weight	1.0000

Raw Data Information:
Time Min. (min)	0.007783
Time Max. (min)	30.005450
Data Points	2849
Detector	FLD
Exporting Data System	Chromeleon 7.1.2.1478
Operator	
Signal Quantity	
Signal Unit	counts
Signal Min.	-27,144.000000
Signal Max.	258,638,771.000000
Channel	Emission_2
Driver Name	FLD3000.dll
Channel Type	Evaluation
Min. Step (s)	0.010
Max. Step (s)	0.820
Average Step (s)	0.632

Signal Parameter Information:
Signal Info	266 nm /305 nm

Raw Data:
Time (min)	Step (s)	Value (counts)
0.007783	0.000	0.000000
0.021450	0.820	0.000000
0.032117	0.640	0.000000
0.042783	0.640	-1,886.000000
0.053450	0.640	-2,916.000000
0.064117	0.640	-1,754.000000
0.074783	0.640	-1,783.000000
0.085450	0.640	-5,665.000000
0.096117	0.640	-8,204.000000
0.106783	0.640	-3,239.000000
0.117450	0.640	5,314.000000
0.128117	0.640	8,275.000000
0.138783	0.640	4,961.000000
0.149450	0.640	2,654.000000
0.160117	0.640	2,143.000000
0.170783	0.640	-2,014.000000
0.181450	0.640	-7,782.000000
0.192117	0.640	-9,338.000000
0.202783	0.640	-7,633.000000
0.213450	0.640	-5,550.000000
0.224117	0.640	-4,067.000000
0.234783	0.640	-4,791.000000
0.245450	0.640	-6,559.000000
0.256117	0.640	-5,038.000000
0.266783	0.640	-503.000000
0.277450	0.640	1,471.000000
0.288117	0.640	-896.000000
0.298783	0.640	-2,435.000000
0.309450	0.640	832.000000
0.320117	0.640	4,586.000000
0.330783	0.640	2,570.000000
0.341450	0.640	-2,683.000000
0.352117	0.640	-3,945.000000
0.362783	0.640	-914.000000
0.373450	0.640	989.000000
0.384117	0.640	-182.000000
0.394783	0.640	-1,195.000000
0.405450	0.640	1,242.000000
0.416117	0.640	5,068.000000
0.426783	0.640	4,548.000000
0.437450	0.640	-1,198.000000
0.448117	0.640	-5,689.000000
0.458783	0.640	-3,837.000000
0.469450	0.640	780.000000
0.480117	0.640	2,782.000000
0.490783	0.640	692.000000
0.501450	0.640	-4,959.000000
0.512117	0.640	-8,816.000000
0.522783	0.640	-5,475.000000
0.533450	0.640	915.000000
0.544117	0.640	2,392.000000
0.554783	0.640	-2,484.000000
0.565450	0.640	-7,423.000000
0.576117	0.640	-6,276.000000
