File Path	chrom://nnfcb-l0495/ChromeleonLocal/20180320_AA_Lars Nielsen samples Vienna_lbpet.seq/804.smp/Emission_2.channel/Emission_2.chm
Channel	Emission_2

Injection Information:
Data Vault	ChromeleonLocal
Injection	20180320_Lars Nielsen samples Vienna_dx20_BA5
Injection Number	18
Position	BA5
Comment	
Processing Method	20171024_Calculated with IS_lbpet
Instrument Method	20161104_AA_GeminiC18_FinalVer7
Type	Unknown
Status	Finished
Injection Date	20-03-2018
Injection Time	20:42:07
Injection Volume (µl)	56.500
Dilution Factor	1.0000
Weight	1.0000

Raw Data Information:
Time Min. (min)	0.007767
Time Max. (min)	30.005433
Data Points	2849
Detector	FLD
Exporting Data System	Chromeleon 7.1.2.1478
Operator	
Signal Quantity	
Signal Unit	counts
Signal Min.	-39,815.000000
Signal Max.	238,314,203.000000
Channel	Emission_2
Driver Name	FLD3000.dll
Channel Type	Evaluation
Min. Step (s)	0.010
Max. Step (s)	0.820
Average Step (s)	0.632

Signal Parameter Information:
Signal Info	266 nm /305 nm

Raw Data:
Time (min)	Step (s)	Value (counts)
0.007767	0.000	0.000000
0.021433	0.820	0.000000
0.032100	0.640	0.000000
0.042767	0.640	-6,820.000000
0.053433	0.640	-13,950.000000
0.064100	0.640	-16,655.000000
0.074767	0.640	-14,612.000000
0.085433	0.640	-11,054.000000
0.096100	0.640	-8,584.000000
0.106767	0.640	-7,413.000000
0.117433	0.640	-8,741.000000
0.128100	0.640	-13,873.000000
0.138767	0.640	-19,707.000000
0.149433	0.640	-21,014.000000
0.160100	0.640	-18,057.000000
0.170767	0.640	-15,257.000000
0.181433	0.640	-14,133.000000
0.192100	0.640	-13,256.000000
0.202767	0.640	-11,740.000000
0.213433	0.640	-10,595.000000
0.224100	0.640	-11,030.000000
0.234767	0.640	-13,509.000000
0.245433	0.640	-17,713.000000
0.256100	0.640	-20,015.000000
0.266767	0.640	-18,226.000000
0.277433	0.640	-16,012.000000
0.288100	0.640	-14,591.000000
0.298767	0.640	-11,206.000000
0.309433	0.640	-6,979.000000
0.320100	0.640	-5,605.000000
0.330767	0.640	-6,314.000000
0.341433	0.640	-6,360.000000
0.352100	0.640	-8,457.000000
0.362767	0.640	-13,967.000000
0.373433	0.640	-16,440.000000
0.384100	0.640	-13,757.000000
0.394767	0.640	-10,948.000000
0.405433	0.640	-10,714.000000
0.416100	0.640	-13,967.000000
0.426767	0.640	-19,224.000000
0.437433	0.640	-22,098.000000
0.448100	0.640	-21,822.000000
0.458767	0.640	-19,721.000000
0.469433	0.640	-15,676.000000
0.480100	0.640	-11,702.000000
0.490767	0.640	-11,994.000000
0.501500	0.644	-18,305.000000
0.512100	0.636	-25,887.000000
0.522767	0.640	-27,031.000000
0.533433	0.640	-22,938.000000
0.544100	0.640	-20,519.000000
0.554767	0.640	-18,913.000000
