File Path	chrom://nnfcb-l0495/ChromeleonLocal/20180320_AA_Lars Nielsen samples Vienna_lbpet.seq/588.smp/Emission_2.channel/Emission_2.chm
Channel	Emission_2

Injection Information:
Data Vault	ChromeleonLocal
Injection	AAmix_50ug_mL_2
Injection Number	53
Position	RC2
Comment	
Processing Method	20171024_Calculated with IS_lbpet
Instrument Method	20161104_AA_GeminiC18_FinalVer7
Type	Calibration Standard
Status	Finished
Injection Date	21-03-2018
Injection Time	18:15:07
Injection Volume (µl)	56.500
Dilution Factor	1.0000
Weight	1.0000

Raw Data Information:
Time Min. (min)	0.007783
Time Max. (min)	30.005450
Data Points	2861
Detector	FLD
Exporting Data System	Chromeleon 7.1.2.1478
Operator	
Signal Quantity	
Signal Unit	counts
Signal Min.	-30,246.000000
Signal Max.	241,919,843.000000
Channel	Emission_2
Driver Name	FLD3000.dll
Channel Type	Evaluation
Min. Step (s)	0.010
Max. Step (s)	0.820
Average Step (s)	0.629

Signal Parameter Information:
Signal Info	266 nm /305 nm

Raw Data:
Time (min)	Step (s)	Value (counts)
0.007783	0.000	0.000000
0.021450	0.820	0.000000
0.032117	0.640	0.000000
0.042783	0.640	-3,525.000000
0.053450	0.640	-9,596.000000
0.064117	0.640	-11,957.000000
0.074783	0.640	-8,820.000000
0.085450	0.640	-7,294.000000
0.096117	0.640	-8,381.000000
0.106783	0.640	-6,075.000000
0.117450	0.640	-3,574.000000
0.128117	0.640	-7,164.000000
0.138783	0.640	-10,793.000000
0.149450	0.640	-7,242.000000
0.160117	0.640	-2,618.000000
0.170783	0.640	-4,854.000000
0.181450	0.640	-10,569.000000
0.192117	0.640	-13,623.000000
0.202783	0.640	-13,884.000000
0.213450	0.640	-12,419.000000
0.224117	0.640	-10,197.000000
0.234783	0.640	-11,098.000000
0.245450	0.640	-15,973.000000
0.256117	0.640	-17,273.000000
0.266783	0.640	-9,529.000000
0.277450	0.640	-421.000000
0.288117	0.640	-306.000000
0.298783	0.640	-8,097.000000
0.309450	0.640	-16,169.000000
0.320117	0.640	-19,633.000000
0.330783	0.640	-17,742.000000
0.341450	0.640	-14,210.000000
0.352117	0.640	-13,394.000000
0.362783	0.640	-12,609.000000
0.373450	0.640	-8,674.000000
0.384117	0.640	-6,192.000000
0.394783	0.640	-6,633.000000
0.405450	0.640	-6,418.000000
0.416117	0.640	-6,627.000000
0.426783	0.640	-7,088.000000
0.437450	0.640	-5,747.000000
0.448117	0.640	-5,708.000000
0.458783	0.640	-7,718.000000
0.469450	0.640	-9,391.000000
0.480117	0.640	-11,175.000000
0.490783	0.640	-12,065.000000
0.501450	0.640	-10,835.000000
0.512117	0.640	-9,132.000000
0.522783	0.640	-7,047.000000
0.533450	0.640	-5,011.000000
0.544117	0.640	-5,562.000000
0.554783	0.640	-6,382.000000
0.565450	0.640	-2,314.000000
