transition_group_id,run_id,filename,RT,id,Sequence,FullPeptideName,Charge,Intensity,ProteinName,decoy,potentialOutlier,initialPeakQuality,PeptideRef,leftWidth,rightWidth,total_xic,peak_apices_sum,var_xcorr_coelution,var_xcorr_coelution_weighted,var_xcorr_shape,var_xcorr_shape_weighted,delta_rt,assay_rt,norm_RT,rt_score,var_norm_rt_score,var_intensity_score,nr_peaks,sn_ratio,var_log_sn_score,var_elution_model_fit_score,main_var_xx_lda_prelim_score,MZ,native_id,peak_apex_int,width_at_5,width_at_10,width_at_50,start_time_at_10,start_time_at_5,end_time_at_10,end_time_at_5,total_width,tailing_factor,asymmetry_factor,baseline_delta_2_height,slope_of_baseline,points_across_baseline,points_across_half_height,logSN,FeatureLevel,calculated_concentration,concentration_units,PrecursorMZ,peak_area
b'23dpg',170808_Jonathan_yeast_Sacc1_1x,/home/user/code/examples/LCMS_MRM/mzML/170808_Jonathan_yeast_Sacc1_1x.mzML,16.6582712725321,16668668317895450446,b'',NA,1,7511.0,b'23dpg',0,none,-2.396606475864,23dpg,16.5498008728027,16.7462825775146,66650.0,822.0,12.567187478809,6.88888888888889,0.431493118777216,0.353101936147399,0.78247449253214,15.87579678,16.6582712725321,0.78247449253214,0.0078247449253214,0.112693173293323,3.0,1.02677105622416,0.0264189812889212,-0.00164734323819478,1.24754725238445,167.0,23dpg.23dpg_1.Light,822.0,0.0,0.0,0.063217349260519,0.0,0.0,0.0,0.0,0.196481704711914,-0.0,-1.0,0.714111922141119,587.0,12,8,1.12503126995703,MS2,,,265.0,6690.0
b'2mcit',170808_Jonathan_yeast_Sacc1_1x,/home/user/code/examples/LCMS_MRM/mzML/170808_Jonathan_yeast_Sacc1_1x.mzML,16.1845211535136,8895803125002259388,b'',NA,1,69080.0,b'2mcit',0,2mcit.2mcit_1.Heavy,-5.41666666666667,2mcit,16.0970840454102,16.2758007049561,5633313.0,10965.0,14.8989794855664,10.6666666666667,0.166666666666667,0.111111111111111,2.0226636535136,14.1618575,16.1845211535136,2.0226636535136,0.020226636535136,0.0122627661555465,3.0,1.06123330530497,0.0594317273582872,-0.404160499572754,0.208069677293682,125.0,2mcit.2mcit_1.Light,10965.0,0.0,0.0,0.192085906811528,0.0,0.0,0.0,0.0,0.178716659545898,-0.0,-1.0,-0.270041039671683,-2961.0,12,7,1.1580440160264,MS2,,,205.0,69080.0
b'35cgmp',170808_Jonathan_yeast_Sacc1_1x,/home/user/code/examples/LCMS_MRM/mzML/170808_Jonathan_yeast_Sacc1_1x.mzML,9.36238117701213,11304295794439678682,b'',NA,1,1630.0,b'35cgmp',0,35cgmp.35cgmp_2.Light,-5.67264568518606,35cgmp,9.2454662322998,9.46058368682861,21806.0,272.0,22.3923048454133,13.6666666666667,0.411807237054991,0.326854093851099,-1.33031375298788,10.69269493,9.36238117701213,1.33031375298788,0.0133031375298787,0.0747500687884069,3.0,1.66097242223435,0.507403227383361,-0.164832815527916,0.826890366378721,150.0,35cgmp.35cgmp_1.Light,272.0,-0.0463545882877892,0.0427018575471436,0.164448238925196,9.30807020127639,9.30923203926818,9.35077205882353,9.26287745098039,0.215117454528809,0.465857813937611,-0.213752708938272,0.0,0.0,21,3,1.60601551605147,MS2,,,344.0,1087.0
b'5oxpro',170808_Jonathan_yeast_Sacc1_1x,/home/user/code/examples/LCMS_MRM/mzML/170808_Jonathan_yeast_Sacc1_1x.mzML,2.47455918655396,7304993733096520939,b'',NA,1,349773.0,b'5oxpro',0,none,1.08566530728385,5oxpro,2.31958341598511,2.75031661987305,2196734.0,22974.0,0.57491495713053,0.222222222222222,0.940981380819176,0.921308507758901,-1.15544081344604,3.63,2.47455918655396,1.15544081344604,0.0115544081344604,0.159224102690631,3.0,18.0820540081271,2.89491995515548,0.763800998528798,5.91859615278531,86.0,5oxpro.5oxpro_1.Heavy,9337.0,2.71994294129913,0.34958253924651,0.128827198321372,2.36637193369687,0.0,2.71595447294338,2.71994294129913,0.430733203887939,11.0844458473776,0.448174670165464,-0.0197065438577702,-184.0,38,12,3.42487649198103,MS2,,,133.0,144111.0
b'5oxpro',170808_Jonathan_yeast_Sacc1_1x,/home/user/code/examples/LCMS_MRM/mzML/170808_Jonathan_yeast_Sacc1_1x.mzML,2.47455918655396,7304993733096520939,b'',NA,1,349773.0,b'5oxpro',0,none,1.08566530728385,5oxpro,2.31958341598511,2.75031661987305,2196734.0,22974.0,0.57491495713053,0.222222222222222,0.940981380819176,0.921308507758901,-1.15544081344604,3.63,2.47455918655396,1.15544081344604,0.0115544081344604,0.159224102690631,3.0,18.0820540081271,2.89491995515548,0.763800998528798,5.91859615278531,82.0,5oxpro.5oxpro_1.Light,9644.0,0.0,0.325172658568424,0.183156237657649,2.35337750267461,0.0,2.67855016124304,0.0,0.430733203887939,-0.0,0.594054144130852,0.0510161758606387,492.0,38,15,2.47369234338816,MS2,,,128.0,161373.0
b'5oxpro',170808_Jonathan_yeast_Sacc1_1x,/home/user/code/examples/LCMS_MRM/mzML/170808_Jonathan_yeast_Sacc1_1x.mzML,2.47455918655396,7304993733096520939,b'',NA,1,349773.0,b'5oxpro',0,none,1.08566530728385,5oxpro,2.31958341598511,2.75031661987305,2196734.0,22974.0,0.57491495713053,0.222222222222222,0.940981380819176,0.921308507758901,-1.15544081344604,3.63,2.47455918655396,1.15544081344604,0.0115544081344604,0.159224102690631,3.0,18.0820540081271,2.89491995515548,0.763800998528798,5.91859615278531,84.0,5oxpro.5oxpro_2.Light,3993.0,0.126436540708253,0.170709288953128,0.18156749475176,2.43458457530933,2.43535118781667,2.60529386426246,2.56178772852492,0.430733203887939,3.22476394562838,0.305768996759636,0.0,0.0,38,14,2.45626120512642,MS2,,,128.0,44289.0
b'6pgc',170808_Jonathan_yeast_Sacc1_1x,/home/user/code/examples/LCMS_MRM/mzML/170808_Jonathan_yeast_Sacc1_1x.mzML,13.4691153322856,11577093281371701141,b'',NA,1,185830.0,b'6pgc',0,6pgc.6pgc_1.Heavy,-2.06052806141669,6pgc,13.372766494751,13.5809831619263,964994.0,18986.0,9.10683602522959,5.0,0.758156935193379,0.637235402790068,-0.311803367714438,13.7809187,13.4691153322856,0.311803367714438,0.00311803367714438,0.192571145520076,2.0,4.01815618798035,1.39082313770801,0.712712079286575,3.12524868448899,97.0,6pgc.6pgc_1.Light,16865.0,0.0,13.5167199502488,0.149406863001472,0.0,0.0,13.5167199502488,0.0,0.208216667175293,-0.0,0.00353435372619348,-0.308152979543433,-5197.0,17,9,1.87492258197816,MS2,,,275.0,154753.0
b'AICAr',170808_Jonathan_yeast_Sacc1_1x,/home/user/code/examples/LCMS_MRM/mzML/170808_Jonathan_yeast_Sacc1_1x.mzML,1.38603390070597,17868046003686910677,b'',NA,1,16275.0,b'AICAr',0,AICAr.AICAr_1.Heavy,-2.20093181565177,AICAr,1.28676664829254,1.45700001716614,32974.0,2412.0,6.37478521766071,3.5,0.87395287034346,0.81092930551519,0.192914123705973,1.193119777,1.38603390070597,0.192914123705973,0.00192914123705973,0.493570692060411,2.0,3.8221997253312,1.3408261012113,0.358815535902977,4.68423877570181,125.0,AICAr.AICAr_1.Light,1981.0,0.0,-1.31823839732888,-0.324019019864962,1.31823839732888,0.0,0.0,0.0,0.170233368873596,-0.0,-20.4443337930037,-0.173649671882887,-344.0,13,2,1.78326608378897,MS2,,,257.0,10505.0
b'Lcystin',170808_Jonathan_yeast_Sacc1_1x,/home/user/code/examples/LCMS_MRM/mzML/170808_Jonathan_yeast_Sacc1_1x.mzML,0.945719901021322,16713855698415010131,b'',NA,1,100500.0,b'Lcystin',0,Lcystin.Lcystin_1.Heavy,-0.736219074502316,Lcystin,0.811850011348724,1.12430000305176,125102.0,5203.0,7.28546882018367,4.0,0.880103073245631,0.820154609868447,-0.0358139969786785,0.981533898,0.945719901021322,0.0358139969786785,0.000358139969786785,0.803344470911736,2.0,2.0708490435156,0.727958689131782,0.832929402589798,3.30370826870691,123.0,Lcystin.Lcystin_1.Heavy,4906.0,0.0,0.0,0.22821792991035,0.0,0.0,0.0,0.0,0.312449991703033,-0.0,-1.0,0.530370974317163,2602.0,30,19,1.11960148603189,MS2,,,245.0,85931.0
b'Pool_2pg_3pg',170808_Jonathan_yeast_Sacc1_1x,/home/user/code/examples/LCMS_MRM/mzML/170808_Jonathan_yeast_Sacc1_1x.mzML,15.0619304484049,371266913485071596,b'',NA,1,283698.0,b'Pool_2pg_3pg',0,Pool_2pg_3pg.Pool_2pg_3pg_1.Heavy,-0.905027105664869,Pool_2pg_3pg,14.9676170349121,15.215950012207,54728526.0,20755.0,4.39588414583768,2.44444444444444,0.840814948836034,0.787753265114712,1.21807363840495,13.84385681,15.0619304484049,1.21807363840495,0.0121807363840495,0.00518373178915873,3.0,1.40888174300574,0.34279629966092,0.143941234797239,4.28579639597677,79.0,Pool_2pg_3pg.Pool_2pg_3pg_1.Light,14100.0,0.0,0.0,-0.0885379032258058,0.0,0.0,0.0,0.0,0.248332977294922,-0.0,-1.0,-0.0319858156028369,-451.0,18,5,1.33220455027941,MS2,,,184.985,120811.0
