transition_group_id,run_id,filename,RT,id,Sequence,FullPeptideName,Charge,Intensity,ProteinName,decoy,potentialOutlier,initialPeakQuality,PeptideRef,leftWidth,rightWidth,total_xic,peak_apices_sum,var_xcorr_coelution,var_xcorr_coelution_weighted,var_xcorr_shape,var_xcorr_shape_weighted,delta_rt,assay_rt,norm_RT,rt_score,var_norm_rt_score,var_intensity_score,nr_peaks,sn_ratio,var_log_sn_score,var_elution_model_fit_score,main_var_xx_lda_prelim_score,MZ,native_id,peak_apex_int,width_at_5,width_at_10,width_at_50,start_time_at_10,start_time_at_5,end_time_at_10,end_time_at_5,total_width,tailing_factor,asymmetry_factor,baseline_delta_2_height,slope_of_baseline,points_across_baseline,points_across_half_height,logSN,FeatureLevel,calculated_concentration,concentration_units,PrecursorMZ,peak_area
b'accoa',170808_Jonathan_yeast_Sacc1_1x,/home/user/code/examples/LCMS_MRM/mzML/170808_Jonathan_yeast_Sacc1_1x.mzML,16.545650709788,5104584664172582292,b'',NA,1,9482980.0,b'accoa',0,none,1.24449721446465,accoa,16.413049697876,17.0087509155273,13330617.0,1248168.0,0.0,0.0,0.998936085721214,0.998404128581821,-0.292041650211992,16.83769236,16.545650709788,0.292041650211992,0.00292041650211992,0.711368123470954,2.0,60.3696204040993,4.10048600496513,0.359475523233414,8.00707185490445,79.0,accoa.accoa_1.Light,239530.0,16.7910837942746,0.22751777717351,0.0980999766201371,16.4719772604588,0.0,16.6994950376323,16.7910837942746,0.595701217651367,68.4141008511454,0.47888310450879,-0.0726756564939674,-17408.0,44,6,4.33081671890502,MS2,0.0,uM,808.0,1959610.0
b'acon-C',170808_Jonathan_yeast_Sacc1_1x,/home/user/code/examples/LCMS_MRM/mzML/170808_Jonathan_yeast_Sacc1_1x.mzML,13.5769372957865,3201437199348892524,b'',NA,1,2487510.0,b'acon-C',0,acon-C.acon-C_1.Heavy,-0.750128639256296,acon-C,13.5428171157837,13.9195165634155,8680851.0,256304.0,5.28145112312692,2.22222222222222,0.753237452320424,0.670983269760565,-0.704664154213463,14.28160145,13.5769372957865,0.704664154213463,0.00704664154213463,0.286551629557978,3.0,2.12545162422653,0.753984308843058,0.364169746637344,3.62270187445241,129.0,acon-C.acon-C_1.Light,256074.0,0.0,0.0,13.6020944071588,0.0,0.0,0.0,0.0,0.376699447631836,-0.0,-1.0,-0.58678350789225,-150260.0,27,4,1.74585684141675,MS2,,,173.0,2457460.0
b'actp',170808_Jonathan_yeast_Sacc1_1x,/home/user/code/examples/LCMS_MRM/mzML/170808_Jonathan_yeast_Sacc1_1x.mzML,13.169907430013,5065873486616997842,b'',NA,1,10178.0,b'actp',0,actp.actp_2.Light,-4.74267101476956,actp,13.0112829208374,13.2623167037964,48328.0,617.0,22.2054838045938,13.2222222222222,0.401286260698813,0.312826125376195,0.521437970013022,12.64846946,13.169907430013,0.521437970013022,0.00521437970013022,0.210602549246813,3.0,1.02615247035114,0.025816342287777,-0.0895453691482544,0.348058413139495,63.0,actp.actp_1.Heavy,617.0,0.0,0.0,0.0817381289918924,0.0,0.0,0.0,0.0,0.251033782958984,-0.0,-1.0,-0.166936790923825,-103.0,21,9,1.12442863095589,MS2,,,141.0,6271.0
b'ade',170808_Jonathan_yeast_Sacc1_1x,/home/user/code/examples/LCMS_MRM/mzML/170808_Jonathan_yeast_Sacc1_1x.mzML,2.21708542429606,1503385317509161706,b'',NA,1,12667500.0,b'ade',0,none,1.14077768846533,ade,1.99395000934601,2.5058000087738,26027717.0,960450.0,0.57491495713053,0.222222222222222,0.980382692469336,0.973843589959114,0.421904631296061,1.795180793,2.21708542429606,0.421904631296061,0.00421904631296061,0.486692859001041,3.0,28.1464338173339,3.33742066156346,0.362382064263026,7.27507910436416,111.0,ade.ade_1.Heavy,127842.0,0.268503938721896,0.247758645887421,0.0981950398291862,2.07851977513228,2.0408529033175,2.3262784210197,2.30935684203939,0.511849999427795,2.90993620005694,0.788023564155988,-0.0754212230722298,-9642.0,53,11,2.05212993391668,MS2,,,139.0,1654940.0
b'ade',170808_Jonathan_yeast_Sacc1_1x,/home/user/code/examples/LCMS_MRM/mzML/170808_Jonathan_yeast_Sacc1_1x.mzML,2.21708542429606,1503385317509161706,b'',NA,1,12667500.0,b'ade',0,none,1.14077768846533,ade,1.99395000934601,2.5058000087738,26027717.0,960450.0,0.57491495713053,0.222222222222222,0.980382692469336,0.973843589959114,0.421904631296061,1.795180793,2.21708542429606,0.421904631296061,0.00421904631296061,0.486692859001041,3.0,28.1464338173339,3.33742066156346,0.362382064263026,7.27507910436416,92.0,ade.ade_2.Light,184906.0,0.297504598453641,0.199866695287964,-0.207148915841384,2.09846448218161,2.08035610083006,2.29833117746957,2.3778606992837,0.511849999427795,2.1758653587401,0.684919135907057,-0.0243312818405027,-4499.0,53,11,2.82765978938033,MS2,,,133.91,2456920.0
b'adn',170808_Jonathan_yeast_Sacc1_1x,/home/user/code/examples/LCMS_MRM/mzML/170808_Jonathan_yeast_Sacc1_1x.mzML,2.21467052866618,4344078200079370552,b'',NA,1,9543540.0,b'adn',0,none,1.24222804355116,adn,1.91069996356964,2.51748323440552,9572664.0,697799.0,0.0,0.0,0.99625369742215,0.994380546133225,-0.0863009653338218,2.300971494,2.21467052866618,0.0863009653338218,0.000863009653338218,0.996957168871695,2.0,67.0845812303029,4.20595422964839,0.472389377653599,7.87045057512537,139.0,adn.adn_1.Heavy,153078.0,0.230076846091651,0.240172620018924,0.110825690013904,2.07205969854742,2.03677802410356,2.31223231856634,2.26685487019521,0.606783270835876,4.40892496389297,0.684112067918795,0.00190752426867349,292.0,64,12,4.12524110980702,MS2,,,276.0,2279740.0
b'adp',170808_Jonathan_yeast_Sacc1_1x,/home/user/code/examples/LCMS_MRM/mzML/170808_Jonathan_yeast_Sacc1_1x.mzML,14.9721419700623,15406946467801950854,b'',NA,1,1154310.0,b'adp',0,adp.adp_1.Heavy,-1.82125145461946,adp,14.8687000274658,15.0626668930054,13468402.0,96510.0,3.84520787991171,2.0,0.743850618895562,0.65846749186075,0.589849590062256,14.38229238,14.9721419700623,0.589849590062256,0.00589849590062256,0.0857050450380082,3.0,6.55676529578049,1.88049738618919,0.714252938826879,3.87531353460957,139.0,adp.adp_1.Heavy,11245.0,14.6578497999111,14.8250915666222,14.9588849799911,0.0,0.0,14.8250915666222,14.6578497999111,0.193966865539551,-46.6376549974558,-0.00982160092617846,-1.16505113383726,-13101.0,15,9,2.76658908346062,MS2,,,436.0,102843.0
b'adpglc',170808_Jonathan_yeast_Sacc1_1x,/home/user/code/examples/LCMS_MRM/mzML/170808_Jonathan_yeast_Sacc1_1x.mzML,13.0216322575887,13610586176073355737,b'',NA,1,1309.0,b'adpglc',0,adpglc.adpglc_2.Light,-3.93456445747968,adpglc,12.890983581543,13.0614833831787,13185.0,302.0,14.7041654617312,8.44444444444444,0.446027816271314,0.372481532806196,-0.418640912411293,13.44027317,13.0216322575887,0.418640912411293,0.00418640912411293,0.0992794842624194,3.0,12.6650245998505,2.53884422580078,-0.19955213367939,3.361229771669,346.0,adpglc.adpglc_1.Light,302.0,-0.211143888242127,-0.0824967514124229,13.0112833333333,12.9933800847458,12.9965272215755,12.9108833333333,12.7853833333333,0.170499801635742,0.893734813428847,-3.92001439574346,0.0,0.0,14,1,3.63745651446889,MS2,,,588.0,605.0
b'akg',170808_Jonathan_yeast_Sacc1_1x,/home/user/code/examples/LCMS_MRM/mzML/170808_Jonathan_yeast_Sacc1_1x.mzML,12.6602994361877,4639947126676927135,b'',NA,1,37500400.0,b'akg',0,none,0.964157757294994,akg,12.1120834350586,12.8656997680664,70575127.0,2060005.0,0.910683602522959,0.5,0.982302854167071,0.973454281250606,-0.222294253812255,12.88259369,12.6602994361877,0.222294253812255,0.00222294253812255,0.531354793027861,2.0,37.5229248691267,3.62495207603378,0.317010849714279,7.56379384303268,105.0,akg.akg_1.Heavy,63137.0,0.305803483319913,0.506631138377642,0.269705685196708,12.2567779874214,12.4056028166186,12.763409125799,12.7114062999385,0.753616333007812,5.9836088712288,0.255524681343536,0.0341954796711912,2159.0,57,13,4.19136983254689,MS2,,,150.0,890912.0
b'ala-L',170808_Jonathan_yeast_Sacc1_1x,/home/user/code/examples/LCMS_MRM/mzML/170808_Jonathan_yeast_Sacc1_1x.mzML,0.998984352111816,11807607914280613829,b'',NA,1,11071.0,b'ala-L',0,ala-L.ala-L_2.Light,-6.96415089006097,ala-L,0.811850011348724,1.12430000305176,13393.0,748.0,31.4216833280907,17.3333333333333,0.41893118424346,0.336352690102391,0.0213439901118164,0.977640362,0.998984352111816,0.0213439901118164,0.000213439901118164,0.826625849324274,3.0,5.20168769146659,1.64898312898173,0.166870673497518,0.315277542371223,45.0,ala-L.ala-L_1.Light,673.0,-0.897077349204727,-0.896267101894521,0.104715726258089,0.896267101894521,0.897077349204727,0.0,0.0,0.312449991703033,0.897989390232528,-9.72557530500959,0.332838038632987,224.0,30,13,1.40615685585012,MS2,,,88.0,8751.0
b'amp',170808_Jonathan_yeast_Sacc1_1x,/home/user/code/examples/LCMS_MRM/mzML/170808_Jonathan_yeast_Sacc1_1x.mzML,10.7074384628296,9196953719267891624,b'',NA,1,156046.0,b'amp',0,amp.amp_1.Heavy,-4.26435399041353,amp,10.6100835800171,10.8807830810547,11407841.0,10302.0,6.38587184554509,3.33333333333333,0.710473861901603,0.613965149202137,-0.998444467170412,11.70588293,10.7074384628296,0.998444467170412,0.00998444467170412,0.0136788372138076,3.0,2.34934283403797,0.854135643957863,0.243020050227642,3.55452514718413,134.0,amp.amp_1.Light,10113.0,10.8415132243802,10.7954877001456,0.117502590147721,0.0,0.0,10.7954877001456,10.8415132243802,0.270699501037598,80.8617005840081,0.00822318406233482,-0.420448927123504,-4252.0,26,14,1.94032197523573,MS2,0.0,uM,346.0,148762.0
b'asn-L',170808_Jonathan_yeast_Sacc1_1x,/home/user/code/examples/LCMS_MRM/mzML/170808_Jonathan_yeast_Sacc1_1x.mzML,0.978543406677246,35875033030915620,b'',NA,1,1565570.0,b'asn-L',0,none,1.22923438403613,asn-L,0.781666696071625,1.21780002117157,1666350.0,131367.0,0.0,0.0,0.984160543910508,0.978880725214011,0.00300693667724605,0.97553647,0.978543406677246,0.00300693667724605,3.00693667724605e-05,0.939518708554625,3.0,38.6405475580704,3.65430218000143,-0.0513621258238951,8.3915010164871,118.0,asn-L.asn-L_1.Heavy,36380.0,0.37669821700118,0.223896906832069,0.143009298388861,0.866609572649573,0.805804678362573,1.09050647948164,1.18250289536375,0.436133325099945,2.18073978358206,0.999738853391661,-0.00758658603628367,-276.0,41,11,3.84582321491402,MS2,,,135.0,466238.0
b'asn-L',170808_Jonathan_yeast_Sacc1_1x,/home/user/code/examples/LCMS_MRM/mzML/170808_Jonathan_yeast_Sacc1_1x.mzML,0.978543406677246,35875033030915620,b'',NA,1,1565570.0,b'asn-L',0,none,1.22923438403613,asn-L,0.781666696071625,1.21780002117157,1666350.0,131367.0,0.0,0.0,0.984160543910508,0.978880725214011,0.00300693667724605,0.97553647,0.978543406677246,0.00300693667724605,3.00693667724605e-05,0.939518708554625,3.0,38.6405475580704,3.65430218000143,-0.0513621258238951,8.3915010164871,114.0,asn-L.asn-L_1.Light,85737.0,0.269426902469947,0.227784254393087,-1.39266236106205,0.893113034823182,0.87093503774932,1.12089728921627,1.14036194021927,0.436133325099945,2.50377275628445,0.600126742806931,0.0289839859104004,2485.0,41,10,4.1537552645055,MS2,4.316485020254223,uM,131.0,980940.0
b'asn-L',170808_Jonathan_yeast_Sacc1_1x,/home/user/code/examples/LCMS_MRM/mzML/170808_Jonathan_yeast_Sacc1_1x.mzML,0.978543406677246,35875033030915620,b'',NA,1,1565570.0,b'asn-L',0,none,1.22923438403613,asn-L,0.781666696071625,1.21780002117157,1666350.0,131367.0,0.0,0.0,0.984160543910508,0.978880725214011,0.00300693667724605,0.97553647,0.978543406677246,0.00300693667724605,3.00693667724605e-05,0.939518708554625,3.0,38.6405475580704,3.65430218000143,-0.0513621258238951,8.3915010164871,95.0,asn-L.asn-L_2.Light,9250.0,0.303283687223414,0.223267515459514,0.126755027588925,0.849033199464525,0.87518636683064,1.07230071492404,1.17847005405405,0.436133325099945,2.93433023694875,0.723937597387954,0.0,0.0,41,12,1.69594407712098,MS2,,,131.0,118389.0
b'asp-L',170808_Jonathan_yeast_Sacc1_1x,/home/user/code/examples/LCMS_MRM/mzML/170808_Jonathan_yeast_Sacc1_1x.mzML,1.92849044545492,4792192693029874606,b'',NA,1,243070.0,b'asp-L',0,none,-6.08445859678649,asp-L,1.81918334960938,2.05868339538574,24160484.0,12111.0,32.00468090937,19.5555555555556,0.408673442388182,0.32267570096202,-0.731186197545085,2.659676643,1.92849044545492,0.731186197545085,0.00731186197545085,0.0100606428248706,3.0,1.11722107615034,0.110844420065197,-0.0778123326599598,-0.510116574325507,91.0,asp-L.asp-L_1.Heavy,10711.0,0.0,0.0,-0.0386381902451591,0.0,0.0,0.0,0.0,0.239500045776367,-0.0,-1.0,-0.137242087573523,-1470.0,30,27,0.905275817749179,MS2,,,136.0,196030.0
b'atp',170808_Jonathan_yeast_Sacc1_1x,/home/user/code/examples/LCMS_MRM/mzML/170808_Jonathan_yeast_Sacc1_1x.mzML,16.2686286239624,6903144574001700111,b'',NA,1,413460.0,b'atp',0,none,0.900149020086051,atp,16.1405506134033,16.3825168609619,7262848.0,28753.0,3.67142372223336,1.77777777777778,0.724443274391908,0.632591032522544,0.4011303639624,15.86749826,16.2686286239624,0.4011303639624,0.004011303639624,0.0569280811053735,3.0,7.17214456410879,1.97020471227549,0.730309069156647,3.82928665444868,159.0,atp.atp_2.Light,11149.0,-0.233508911164838,-0.0394978354139113,0.133191839766518,16.1677752369746,16.1688137142862,16.1282774015607,15.9353048031214,0.241966247558594,0.700546725330568,-1.3916361819231,0.989505785272222,11032.0,16,12,2.9116881116907,MS2,,,506.0,142241.0
b'btn',170808_Jonathan_yeast_Sacc1_1x,/home/user/code/examples/LCMS_MRM/mzML/170808_Jonathan_yeast_Sacc1_1x.mzML,11.6536965593974,4457076850592183729,b'',NA,1,6588.0,b'btn',0,btn.btn_2.Light,-4.18416009412098,btn,11.5591163635254,11.7687330245972,53870.0,941.0,16.0603576709396,9.88888888888889,0.429797873602263,0.350841609247461,-0.368261340602622,12.0219579,11.6536965593974,0.368261340602622,0.00368261340602622,0.122294412474476,3.0,1.08411532019108,0.0807642812991939,-0.257866082092126,1.45962636060548,42.0,btn.btn_1.Light,941.0,-11.6115665678214,-11.609329535865,0.0201021108379482,11.609329535865,11.6115665678214,0.0,0.0,0.209616661071777,0.996384838805328,-262.665728542448,0.0,0.0,15,4,1.1793765699673,MS2,,,243.0,6169.0
b'camp',170808_Jonathan_yeast_Sacc1_1x,/home/user/code/examples/LCMS_MRM/mzML/170808_Jonathan_yeast_Sacc1_1x.mzML,11.0527955312093,418588507873715462,b'',NA,1,675989.0,b'camp',0,none,0.996144144531398,camp,10.9563999176025,11.1966171264648,1401272.0,55504.0,0.57491495713053,0.222222222222222,0.854644799283785,0.806193065711713,-0.87507801879069,11.92787355,11.0527955312093,0.87507801879069,0.0087507801879069,0.482410980880229,3.0,28.217838906451,3.33995436328145,0.304367199540138,6.63528302000677,134.0,camp.camp_1.Light,52054.0,11.1292253025303,11.1171867887653,11.0426115542159,0.0,0.0,11.1171867887653,11.1292253025303,0.240217208862305,145.613745928882,0.00582578926518514,0.00194029277288969,101.0,22,13,4.20075927556657,MS2,0.0,uM,328.0,629515.0
b'camp',170808_Jonathan_yeast_Sacc1_1x,/home/user/code/examples/LCMS_MRM/mzML/170808_Jonathan_yeast_Sacc1_1x.mzML,11.0527955312093,418588507873715462,b'',NA,1,675989.0,b'camp',0,none,0.996144144531398,camp,10.9563999176025,11.1966171264648,1401272.0,55504.0,0.57491495713053,0.222222222222222,0.854644799283785,0.806193065711713,-0.87507801879069,11.92787355,11.0527955312093,0.87507801879069,0.0087507801879069,0.482410980880229,3.0,28.217838906451,3.33995436328145,0.304367199540138,6.63528302000677,79.0,camp.camp_2.Light,913.0,10.9992288426433,11.0743810879883,0.0980439028842639,0.0,0.0,11.0743810879883,10.9992288426433,0.240217208862305,-205.337106643934,0.00195294997704891,0.0,0.0,22,12,2.74319193172182,MS2,,,328.0,12278.0
b'chor',170808_Jonathan_yeast_Sacc1_1x,/home/user/code/examples/LCMS_MRM/mzML/170808_Jonathan_yeast_Sacc1_1x.mzML,14.4350899546305,4306207277946891588,b'',NA,1,2566.0,b'chor',0,chor.chor_1.Heavy,-3.50018127509896,chor,14.336766242981,14.5060167312622,64125.0,410.0,1.82136720504592,1.0,0.877100719039559,0.815651078559339,0.814302364630533,13.62078759,14.4350899546305,0.814302364630533,0.00814302364630533,0.0400155945419103,2.0,1.69952790936879,0.530350512124984,0.188157640397549,4.81851790447098,91.0,chor.chor_1.Light,410.0,-0.250340564826692,-0.085676422764223,0.0569180487804886,14.4140666666667,14.4148210526316,14.3283902439024,14.1644804878049,0.16925048828125,0.925099065318308,-5.07531033734944,0.0,0.0,14,3,1.22349769268493,MS2,,,225.0,1539.0
b'cit',170808_Jonathan_yeast_Sacc1_1x,/home/user/code/examples/LCMS_MRM/mzML/170808_Jonathan_yeast_Sacc1_1x.mzML,16.3645134170532,6564856224606854438,b'',NA,1,1982830.0,b'cit',0,none,-0.430476801642098,cit,16.2758007049561,16.4887828826904,87215792.0,244078.0,13.6140882507269,7.44444444444444,0.45621194652454,0.386060373143831,1.58065798705322,14.78385543,16.3645134170532,1.58065798705322,0.0158065798705322,0.0227347359294748,3.0,1.518238715063,0.417550922909698,0.00233416259288788,1.51168288092837,111.0,cit.cit_1.Light,170078.0,0.0,0.0,0.0981168400093608,0.0,0.0,0.0,0.0,0.212982177734375,-0.0,-1.0,-0.308846529239525,-52528.0,13,5,1.06533099061198,MS2,0.0,uM,191.0,1086100.0
b'citr-L',170808_Jonathan_yeast_Sacc1_1x,/home/user/code/examples/LCMS_MRM/mzML/170808_Jonathan_yeast_Sacc1_1x.mzML,0.961029699707031,373327474568064660,b'',NA,1,23032700.0,b'citr-L',0,none,1.2232656676185,citr-L,0.759050011634827,1.35440003871918,23175845.0,2581882.0,0.0,0.0,0.98731224484183,0.980968367262744,-0.0318150482929688,0.992844748,0.961029699707031,0.0318150482929688,0.000318150482929688,0.993824561736584,2.0,52.0441991976135,3.9520933421186,0.328910902142525,7.90824862021467,136.0,citr-L.citr-L_1.Heavy,20722.0,0.21770732925302,0.286400401116707,0.125517749687661,0.879633379016293,0.877955148826031,1.166033780133,1.09566247807905,0.595350027084351,2.62062601535906,0.39704731984655,-0.020750892770968,-430.0,55,8,3.13972036082103,MS2,,,180.0,187792.0
