component_name,component_group_name,n_heavy_l ,n_heavy_u,n_light_l,n_light_u,n_detecting_l,n_detecting_u,n_quantifying_l,n_quantifying_u,n_identifying_l,n_identifying_u,n_transitions_l,n_transitions_u,ion_ratio_pair_name_1,ion_ratio_pair_name_2,ion_ratio_l,ion_ratio_u,retention_time_l,retention_time_u,intensity_l,intensity_u,overall_quality_l,overall_quality_u,metaValue_sn_score_l,metaValue_sn_score_u,metaValue_peak_apex_int_l,metaValue_peak_apex_int_u,metaValue_peak_apex_int_l,metaValue_peak_apex_int_u,metaValue_peak_apex_position_l,metaValue_peak_apex_position_u,metaValue_total_width_l,metaValue_total_width_u,metaValue_width_at_50_l,metaValue_width_at_50_u,metaValue_tailing_factor_l,metaValue_tailing_factor_u,metaValue_asymmetry_factor_l,metaValue_asymmetry_factor_u,metaValue_baseline_delta_2_height_l,metaValue_baseline_delta_2_height_u,metaValue_points_across_baseline_l,metaValue_points_across_baseline_u,metaValue_points_across_half_height_l,metaValue_points_across_half_height_u,metaValue_logSN_l,metaValue_logSN_u,metaValue_calculated_concentration_l,metaValue_calculated_concentration_u
dgdp.dgdp_1.Heavy,dgdp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
dgdp.dgdp_1.Light,dgdp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
dgdp.dgdp_2.Light,dgdp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
gdp.gdp_1.Heavy,gdp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
gdp.gdp_1.Light,gdp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
gdp.gdp_2.Light,gdp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
6pgc.6pgc_1.Heavy,6pgc,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
6pgc.6pgc_1.Light,6pgc,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
Pool_2pg_3pg.Pool_2pg_3pg_1.Heavy,Pool_2pg_3pg,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
Pool_2pg_3pg.Pool_2pg_3pg_1.Light,Pool_2pg_3pg,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
Pool_2pg_3pg.Pool_2pg_3pg_2.Light,Pool_2pg_3pg,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
dcdp.dcdp_1.Heavy,dcdp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
dcdp.dcdp_1.Light,dcdp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
dcdp.dcdp_2.Light,dcdp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
adp.adp_1.Heavy,adp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
adp.adp_1.Light,adp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
adp.adp_2.Light,adp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
2mcit.2mcit_1.Heavy,2mcit,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
2mcit.2mcit_1.Light,2mcit,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
2mcit.2mcit_2.Light,2mcit,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
udp.udp_1.Heavy,udp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
udp.udp_1.Light,udp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
udp.udp_2.Light,udp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
acon-C.acon-C_1.Heavy,acon-C,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
acon-C.acon-C_1.Light,acon-C,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
acon-C.acon-C_2.Light,acon-C,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
nadp.nadp_1.Heavy,nadp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
nadp.nadp_1.Light,nadp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
nadp.nadp_2.Light,nadp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
pep.pep_1.Heavy,pep,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
pep.pep_1.Light,pep,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
pep.pep_2.Light,pep,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
dadp.dadp_1.Heavy,dadp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
dadp.dadp_1.Light,dadp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
dadp.dadp_2.Light,dadp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
cit.cit_1.Heavy,cit,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
cit.cit_1.Light,cit,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
cit.cit_2.Light,cit,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
Pool_cit_icit.Pool_cit_icit_1.Heavy,Pool_cit_icit,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
icit.icit_1.Heavy,icit,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
icit.icit_1.Light,icit,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
icit.icit_2.Light,icit,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
fad.fad_1.Heavy,fad,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
fad.fad_1.Light,fad,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
fad.fad_2.Light,fad,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
fdp.fdp_1.Heavy,fdp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
fdp.fdp_1.Light,fdp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
fdp.fdp_2.Light,fdp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
udpglcur.udpglcur_1.Heavy,udpglcur,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
udpglcur.udpglcur_1.Light,udpglcur,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
udpglcur.udpglcur_2.Light,udpglcur,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
dgtp.dgtp_1.Heavy,dgtp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
dgtp.dgtp_1.Light,dgtp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
ctp.ctp_1.Heavy,ctp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
ctp.ctp_1.Light,ctp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
ctp.ctp_2.Light,ctp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
dctp.dctp_1.Heavy,dctp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
dctp.dctp_1.Light,dctp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
dctp.dctp_2.Light,dctp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
ditp.ditp_1.Heavy,ditp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
ditp.ditp_1.Light,ditp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
ditp.ditp_2.Light,ditp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
dutp.dutp_1.Heavy,dutp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
dutp.dutp_1.Light,dutp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
dutp.dutp_2.Light,dutp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
itp.itp_1.Heavy,itp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
itp.itp_1.Light,itp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
itp.itp_2.Light,itp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
utp.utp_1.Heavy,utp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
utp.utp_1.Light,utp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
utp.utp_2.Light,utp,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
23dpg.23dpg_1.Heavy,23dpg,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
23dpg.23dpg_1.Light,23dpg,0,10,1,10,1,10,2,10,0,10,2,10,,,,,0,1.00E+12,100,1.00E+12,0,1.00E+06,10,1.00E+06,100,5.00E+06,100,4.00E+06,0.00E+00,1.00E+02,0.1,1.00E+00,0.001,2.50E-01,0,2,0.8,2.5,-0.25,0.25,20,500,5,500,1,1.00E+06,0,1.00E+12
