sample_name,sample_type,component_group_name,component_name,QC_transition_message,asymmetry_factor,baseline_delta_2_height,calculated_concentration,logSN,peak_apex_int,points_across_baseline,points_across_half_height,tailing_factor,total_width,width_at_50
150601_0_BloodProject01_PLT_QC_Broth-1-10.0x,Unknown,mmal,mmal.mmal_2.Light,metaValue[asymmetry_factor];metaValue[logSN],0.5254594180704425,-0.20418029713959285,,0.9079631770578156,269617.32800053724,22,8,0.7627297090352213,0.2656333333333336,0.11693333333333378
150601_0_BloodProject01_PLT_QC_Broth-1-10.0x,Unknown,nad,nad.nad_1.Heavy,,1.1628490219026988,0.012148183830253298,,4.728424209755724,208643.08281427925,61,11,1.1505062902730956,0.5317666666666669,0.1075999999999997
150601_0_BloodProject01_PLT_QC_Broth-1-10.0x,Unknown,nad,nad.nad_1.Light,,1.3774663470403843,0.012885212358925433,1.1929717829710393,4.811083161928007,46444.30468654653,61,12,1.1916231972997908,0.5317666666666669,0.11656666666666649
150601_0_BloodProject01_PLT_QC_Broth-1-10.0x,Unknown,nadp,nadp.nadp_1.Heavy,metaValue[baseline_delta_2_height],1.4334985543163918,0.49315417882466267,,4.647027369759247,9514.499625793906,30,15,1.1388991163475577,0.29476666666666773,0.1664000000000012
150601_0_BloodProject01_PLT_QC_Broth-1-10.0x,Unknown,nadp,nadp.nadp_1.Light,metaValue[baseline_delta_2_height],1.4334985543163918,0.3927651781923892,0.30822161315396623,4.427175051752317,2196.368884834078,30,12,1.1388991163475577,0.29476666666666773,0.1334333333333344
150601_0_BloodProject01_PLT_QC_Broth-1-10.0x,Unknown,orn,orn.orn_1.Heavy,,1.3171458998935013,-0.06490175209337767,,3.2888559520063336,1149.340447612321,26,7,1.4320693759564684,0.30404999999999993,0.09693333333333332
150601_0_BloodProject01_PLT_QC_Broth-1-10.0x,Unknown,orn,orn.orn_1.Light,,2.1020234653970378,-0.09797491399270362,46.20694209575932,1.69515213991416,8838.165295284913,26,12,1.5510117326985189,0.30404999999999993,0.15870000000000006
150601_0_BloodProject01_PLT_QC_Broth-1-10.0x,Unknown,pep,pep.pep_1.Heavy,metaValue[asymmetry_factor];metaValue[tailing_factor],3.426622765757348,0.08307215343345019,,4.2743805171445,41182.271134046496,40,8,2.256918628665839,0.40385000000000026,0.09254999999999924
150601_0_BloodProject01_PLT_QC_Broth-1-10.0x,Unknown,pep,pep.pep_1.Light,metaValue[asymmetry_factor];metaValue[baseline_delta_2_height];metaValue[width_at_50],2.6647005444645875,-0.9664489632237324,,1.109928437025752,1582.6465965693023,40,28,1.8323502722322937,0.40385000000000026,0.34263333333333357
150601_0_BloodProject01_PLT_QC_Broth-1-10.0x,Unknown,phe-L,phe-L.phe-L_1.Heavy,,1.68877968877969,0.03699171002031339,,4.390162379627335,15318.121766732194,40,11,1.504804069329313,0.34058333333333346,0.10896666666666643
